id,borrower,lender,promised_family,promised_amount,stake,due_step,fulfilled
CR_108_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,113,True
CR_108_A017,A017,A014,repair_harm,3.8500000000000005,3.5,113,True
CR_109_A017,A017,A014,repair_harm,3.8500000000000005,3.5,114,True
CR_109_A027,A027,A014,voluntary_behavior_contract,3.8500000000000005,0.0,114,True
CR_109_A030,A030,A014,interregional_bridge,3.8500000000000005,3.5,114,True
CR_109_A031,A031,A014,truth_audit,3.8500000000000005,3.5,114,True
CR_110_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,115,True
CR_110_A008,A008,A014,truth_audit,3.8500000000000005,3.5,115,True
CR_110_A016,A016,A014,truth_audit,3.8500000000000005,3.5,115,True
CR_110_A021,A021,A014,education,3.8500000000000005,3.5,115,True
CR_111_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,116,True
CR_111_A002,A002,A014,norm_reform,3.8500000000000005,3.5,116,True
CR_111_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,116,True
CR_111_A008,A008,A014,truth_audit,3.8500000000000005,3.5,116,True
CR_112_A008,A008,A014,truth_audit,3.8500000000000005,3.5,117,True
CR_112_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,117,True
CR_112_A026,A026,A014,insurance_underwrite,3.8500000000000005,0.9158207836428942,117,True
CR_112_A027,A027,A014,voluntary_behavior_contract,3.8500000000000005,0.0,117,True
CR_113_A008,A008,A014,truth_audit,3.8500000000000005,3.5,118,True
CR_113_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,118,True
CR_113_A026,A026,A014,insurance_underwrite,3.8500000000000005,0.21582078364289425,118,True
CR_113_A029,A029,A014,fair_exchange,3.8500000000000005,0.8097750864147684,118,True
CR_114_A004,A004,A014,fair_exchange,3.8500000000000005,3.5,119,True
CR_114_A008,A008,A014,truth_audit,3.8500000000000005,3.5,119,True
CR_114_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,119,True
CR_114_A017,A017,A014,repair_harm,3.8500000000000005,3.5,119,True
CR_115_A013,A013,A014,produce_goods,3.8500000000000005,3.5,120,True
CR_115_A017,A017,A014,repair_harm,3.8500000000000005,3.5,120,True
CR_115_A024,A024,A014,truth_audit,3.8500000000000005,3.5,120,True
CR_115_A027,A027,A014,voluntary_behavior_contract,3.8500000000000005,0.0,120,True
CR_116_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,121,True
CR_116_A008,A008,A014,truth_audit,3.8500000000000005,3.5,121,True
CR_116_A016,A016,A014,truth_audit,3.8500000000000005,3.5,121,True
CR_116_A021,A021,A014,education,3.8500000000000005,3.5,121,True
CR_117_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,122,True
CR_117_A002,A002,A014,norm_reform,3.8500000000000005,3.5,122,True
CR_117_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,122,True
CR_117_A008,A008,A014,truth_audit,3.8500000000000005,3.5,122,True
CR_118_A008,A008,A014,truth_audit,3.8500000000000005,3.5,123,True
CR_118_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,123,True
CR_118_A026,A026,A014,insurance_underwrite,3.8500000000000005,0.0,123,True
CR_118_A027,A027,A014,voluntary_behavior_contract,3.8500000000000005,0.0,123,True
CR_119_A008,A008,A014,truth_audit,3.8500000000000005,3.5,124,True
CR_119_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,124,True
CR_119_A020,A020,A014,norm_reform,3.8500000000000005,3.5,124,True
CR_119_A026,A026,A014,insurance_underwrite,3.8500000000000005,0.0,124,True
CR_120_A004,A004,A014,fair_exchange,3.8500000000000005,3.5,125,True
CR_120_A008,A008,A014,truth_audit,3.8500000000000005,3.5,125,True
CR_120_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,125,True
CR_120_A017,A017,A014,repair_harm,3.8500000000000005,3.5,125,True
CR_121_A013,A013,A014,produce_goods,3.8500000000000005,3.5,126,True
CR_121_A017,A017,A014,repair_harm,3.8500000000000005,3.5,126,True
CR_121_A024,A024,A014,truth_audit,3.8500000000000005,3.5,126,True
CR_121_A027,A027,A014,voluntary_behavior_contract,3.8500000000000005,0.0,126,True
CR_122_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,127,True
CR_122_A008,A008,A014,truth_audit,3.8500000000000005,3.5,127,True
CR_122_A013,A013,A014,produce_goods,3.8500000000000005,3.5,127,True
CR_122_A016,A016,A014,truth_audit,3.8500000000000005,3.5,127,True
CR_123_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,128,True
CR_123_A002,A002,A014,norm_reform,3.8500000000000005,3.5,128,True
CR_123_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,128,True
CR_123_A008,A008,A014,truth_audit,3.8500000000000005,3.5,128,True
CR_124_A005,A005,A014,norm_reform,3.8500000000000005,3.5,129,True
CR_124_A008,A008,A014,truth_audit,3.8500000000000005,3.5,129,True
CR_124_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,129,True
CR_124_A018,A018,A014,insurance_underwrite,3.8500000000000005,3.5,129,True
CR_125_A005,A005,A014,norm_reform,3.8500000000000005,3.5,130,True
CR_125_A008,A008,A014,truth_audit,3.8500000000000005,3.5,130,True
CR_125_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,130,True
CR_125_A020,A020,A014,norm_reform,3.8500000000000005,3.5,130,True
CR_126_A004,A004,A014,fair_exchange,3.8500000000000005,3.5,131,True
CR_126_A008,A008,A014,truth_audit,3.8500000000000005,3.5,131,True
CR_126_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,131,True
CR_126_A017,A017,A014,repair_harm,3.8500000000000005,3.5,131,True
CR_127_A013,A013,A014,produce_goods,3.8500000000000005,3.5,132,True
CR_127_A017,A017,A014,repair_harm,3.8500000000000005,3.5,132,True
CR_127_A021,A021,A014,education,3.8500000000000005,3.5,132,True
CR_127_A022,A022,A014,education,3.8500000000000005,3.5,132,True
CR_128_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,133,True
CR_128_A008,A008,A014,truth_audit,3.8500000000000005,3.5,133,True
CR_128_A013,A013,A014,produce_goods,3.8500000000000005,3.5,133,True
CR_128_A024,A024,A014,truth_audit,3.8500000000000005,3.5,133,True
CR_129_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,134,True
CR_129_A002,A002,A014,norm_reform,3.8500000000000005,3.5,134,True
CR_129_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,134,True
CR_129_A005,A005,A014,norm_reform,3.8500000000000005,3.5,134,True
CR_130_A005,A005,A014,norm_reform,3.8500000000000005,3.5,135,True
CR_130_A008,A008,A014,truth_audit,3.8500000000000005,3.5,135,True
CR_130_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,135,True
CR_130_A018,A018,A014,insurance_underwrite,3.8500000000000005,3.5,135,True
CR_131_A005,A005,A014,norm_reform,3.8500000000000005,3.5,136,True
CR_131_A008,A008,A014,truth_audit,3.8500000000000005,3.5,136,True
CR_131_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,136,True
CR_131_A026,A026,A014,insurance_underwrite,3.8500000000000005,0.0,136,True
CR_132_A004,A004,A014,fair_exchange,3.8500000000000005,3.5,137,True
CR_132_A005,A005,A014,norm_reform,3.8500000000000005,3.5,137,True
CR_132_A008,A008,A014,truth_audit,3.8500000000000005,3.5,137,True
CR_132_A011,A011,A014,education,3.8500000000000005,3.5,137,True
CR_133_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,138,True
CR_133_A013,A013,A014,produce_goods,3.8500000000000005,3.5,138,True
CR_133_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,138,True
CR_133_A017,A017,A014,repair_harm,3.8500000000000005,3.5,138,True
CR_134_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,139,True
CR_134_A008,A008,A014,truth_audit,3.8500000000000005,3.5,139,True
CR_134_A013,A013,A014,produce_goods,3.8500000000000005,3.5,139,True
CR_134_A021,A021,A014,education,3.8500000000000005,3.5,139,True
CR_135_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,140,True
CR_135_A002,A002,A014,norm_reform,3.8500000000000005,3.5,140,True
CR_135_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,140,True
CR_135_A005,A005,A014,norm_reform,3.8500000000000005,3.5,140,True
CR_136_A008,A008,A014,truth_audit,3.8500000000000005,3.5,141,True
CR_136_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,141,True
CR_136_A018,A018,A014,insurance_underwrite,3.8500000000000005,3.5,141,True
CR_136_A024,A024,A014,truth_audit,3.8500000000000005,3.5,141,True
CR_137_A005,A005,A014,norm_reform,3.8500000000000005,3.5,142,True
CR_137_A008,A008,A014,truth_audit,3.8500000000000005,3.5,142,True
CR_137_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,142,True
CR_137_A026,A026,A014,insurance_underwrite,3.8500000000000005,0.0,142,True
CR_138_A004,A004,A014,fair_exchange,3.8500000000000005,3.5,143,True
CR_138_A005,A005,A014,norm_reform,3.8500000000000005,3.5,143,True
CR_138_A008,A008,A014,truth_audit,3.8500000000000005,3.5,143,True
CR_138_A011,A011,A014,education,3.8500000000000005,3.5,143,True
CR_139_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,144,True
CR_139_A005,A005,A014,norm_reform,3.8500000000000005,3.5,144,True
CR_139_A013,A013,A014,produce_goods,3.8500000000000005,3.5,144,True
CR_139_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,144,True
CR_140_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,145,True
CR_140_A008,A008,A014,truth_audit,3.8500000000000005,3.5,145,True
CR_140_A013,A013,A014,produce_goods,3.8500000000000005,3.5,145,True
CR_140_A017,A017,A014,repair_harm,3.8500000000000005,3.5,145,True
CR_141_A000,A000,A014,interregional_bridge,3.8500000000000005,3.5,146,True
CR_141_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,146,True
CR_141_A002,A002,A014,norm_reform,3.8500000000000005,3.5,146,True
CR_141_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,146,True
CR_142_A005,A005,A014,norm_reform,3.8500000000000005,3.5,147,True
CR_142_A008,A008,A014,truth_audit,3.8500000000000005,3.5,147,True
