id,borrower,lender,promised_family,promised_amount,stake,due_step,fulfilled
CR_103_A034,A034,A014,restore_agency,3.8500000000000005,3.5,108,True
CR_104_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,109,True
CR_104_A008,A008,A014,truth_audit,3.8500000000000005,3.5,109,True
CR_104_A016,A016,A014,truth_audit,3.8500000000000005,3.5,109,True
CR_104_A021,A021,A014,education,3.8500000000000005,3.5,109,True
CR_105_A000,A000,A014,interregional_bridge,3.8500000000000005,3.5,110,True
CR_105_A001,A001,A014,infrastructure_maintenance,3.8500000000000005,3.5,110,True
CR_105_A003,A003,A014,insurance_underwrite,3.8500000000000005,3.5,110,True
CR_105_A008,A008,A014,truth_audit,3.8500000000000005,3.5,110,True
CR_106_A008,A008,A014,truth_audit,3.8500000000000005,3.5,111,True
CR_106_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,111,True
CR_106_A026,A026,A014,insurance_underwrite,3.8500000000000005,2.315820783642894,111,True
CR_106_A027,A027,A014,voluntary_behavior_contract,3.8500000000000005,0.0,111,True
CR_107_A008,A008,A014,truth_audit,3.8500000000000005,3.5,112,True
CR_107_A015,A015,A014,insurance_underwrite,3.8500000000000005,3.5,112,True
CR_107_A026,A026,A014,insurance_underwrite,3.8500000000000005,1.6158207836428942,112,True
CR_107_A029,A029,A014,fair_exchange,3.8500000000000005,3.5,112,True
CR_108_A004,A004,A014,fair_exchange,3.8500000000000005,3.5,113,True
CR_108_A008,A008,A014,truth_audit,3.8500000000000005,3.5,113,True
