id,name,country,currency,sector,employees,price,inventory,monthly_revenue,monthly_cost,cumulative_profit,fiat_debt,productivity,product_quality,reputation,risk,fraud_tendency,truth_score,truth_positive,truth_debt,top_truth_layers
agent_2d5a53e30d,Atlas Softworks 43,Faronreich,FAR,software,370.14,2357.4534,29143.4673,144.2453,803.6139,121331.7589,338.7038,1.945384,0.598722,0.869589,0.322953,0.020288,259.1282,259.6771,0.549,"{causal=+96.42, legal=+36.61, temporal=+33.28, social=+21.79, attention=+19.21, existence=+18.08, potential=+2.99, epistemic=+1.17, ...}"
agent_7bc28de62a,Pioneer Biomed 44,Borealgrad,BOR,health,47.49,1856.9912,1203.2736,0.0,79.638,269367.4324,525.8494,0.967171,0.962809,0.99,0.480676,0.01056,74.3865,76.5395,2.153,"{causal=+17.28, existence=+15.80, legal=+7.27, health=+6.52, social=+5.15, temporal=+4.16, potential=+3.34, attention=+2.42, ...}"
agent_b79da8076f,Iron Mining 45,Galenheim,GAL,mining,90.08,708.5565,7252.475,0.0,2150.5555,-175604.2356,68710.4531,0.685483,0.628755,0.613001,0.709225,0.017285,-1717.4933,93.1341,1810.6274,"{temporal=-885.05, legal=-604.83, liquidity=-205.88, social=-140.74, causal=+49.86, existence=+18.82, attention=+5.56, potential=+1.74}"
agent_686de21d26,Helix Nutrition 46,Faronreich,FAR,food,161.84,742.1293,1298.2756,0.0,765.0439,342809.5139,170.0197,1.102262,0.498236,0.811002,0.349277,0.015503,141.4782,142.1136,0.6353,"{causal=+39.61, existence=+21.77, legal=+16.43, temporal=+13.94, health=+10.46, social=+9.98, attention=+7.95, risk_reduction=+3.46, ...}"
agent_a5fd11bac4,Iron Infrastructure 47,Eldorland,ELD,construction,592.72,989.3478,56366.1684,3654.3967,5735.6368,-258543.892,123569.4466,0.905678,0.774491,0.781341,0.576361,0.049418,-1405.0687,341.8991,1746.9678,"{legal=-749.25, temporal=-516.38, liquidity=-276.60, causal=+206.69, social=-147.06, attention=+34.18, existence=+26.30, infrastructure=+6.66, ...}"
agent_37a6e209df,Prism Mobility 48,Faronreich,FAR,mobility,355.58,6601.6048,14312.0456,11041.3127,1532.851,90494.5169,130.5492,0.86506,0.595281,0.900034,0.524737,0.019657,245.0156,246.0459,1.0302,"{causal=+88.66, legal=+37.67, temporal=+31.31, social=+21.69, existence=+18.83, attention=+17.76, potential=+1.64, liquidity=-1.03, ...}"
agent_53d0c520f4,Union Grid 49,Borealgrad,BOR,energy,176.19,901.7987,1794.1218,4110.6299,960.231,394275.7992,145.1512,0.70514,0.448238,0.856615,0.325186,0.016968,134.7338,138.352,3.6182,"{causal=+45.34, legal=+18.17, existence=+17.42, temporal=+13.90, social=+10.79, attention=+8.01, infrastructure=+5.45, ecological=-3.28, ...}"
agent_bb3b5f70c0,Union Expeditions 50,Borealgrad,BOR,tourism,254.71,2042.0595,6468.6482,0.0,1033.2659,241111.782,30.1931,1.052903,0.515825,0.931151,0.592013,0.013662,157.0637,158.1204,1.0568,"{causal=+53.66, legal=+22.78, temporal=+20.70, existence=+14.85, social=+13.71, attention=+12.53, memory=+2.10, potential=+1.43, ...}"
agent_ea24bacc32,Vertex Freight 51,Borealgrad,BOR,logistics,124.83,1212.7491,14612.7258,0.0,2308.0607,-359431.3876,51416.9542,0.89609,0.51545,0.562708,0.962221,0.012409,-1825.3533,119.0431,1944.3964,"{temporal=-980.63, legal=-632.89, liquidity=-234.04, social=-130.39, causal=+68.80, existence=+18.10, attention=+7.70, potential=+1.42}"
agent_eba479128c,Civitas Insurance 52,Helioia,HEL,insurance,355.55,1177.5037,3988.1448,11068.2456,1954.7018,159721.6456,318.2856,0.857728,0.452269,0.722665,0.309256,0.013031,222.0369,222.0369,0.0,"{causal=+75.14, legal=+35.69, temporal=+28.53, social=+18.44, attention=+16.51, existence=+15.57, risk_reduction=+5.28, liquidity=+1.65, ...}"
agent_8b22150cfd,Prism Ore 53,Lumerterra,LUM,mining,25.31,645.8279,2692.8166,0.0,686.8922,-34340.1438,22894.5071,0.79251,1.001337,0.761369,0.711675,0.033064,-128.0299,45.8255,173.8555,"{temporal=-78.50, legal=-62.02, liquidity=-26.34, causal=+17.46, existence=+16.86, social=-7.06, potential=+2.77, attention=+1.56}"
agent_319e18cd60,Omni Biomed 54,Helioia,HEL,health,274.22,2434.4737,11855.1896,0.0,3218.2871,-47694.2455,67234.5539,0.850227,0.603823,0.761089,0.736723,0.016794,-147.8777,171.7025,319.5802,"{legal=-153.81, causal=+96.10, liquidity=-74.34, temporal=-61.84, existence=+18.38, attention=+15.18, social=-9.01, health=+4.48, ...}"
agent_ebb3ea60c0,Signal Ledger 55,Borealgrad,BOR,finance,74.88,1022.5053,447.0165,4574.8705,128.5049,200449.852,372.6963,0.790447,0.57386,0.907033,0.384042,0.022583,67.7455,67.7455,0.0,"{causal=+17.43, existence=+14.35, legal=+9.37, social=+5.92, temporal=+5.70, liquidity=+3.42, attention=+3.34, potential=+1.59}"
agent_a6272b3d13,Green Nutrition 56,Faronreich,FAR,food,668.48,905.413,50727.8644,0.0,10108.5915,-312693.8474,256680.6778,0.927408,0.615027,0.683897,0.719324,0.014215,-1563.6263,363.6238,1927.2502,"{legal=-780.94, temporal=-665.79, liquidity=-308.87, causal=+210.25, social=-128.14, attention=+35.04, existence=+28.20, health=+13.86, ...}"
agent_31e2689892,Blue Mutual 57,Eldorland,ELD,insurance,413.24,332.2428,25175.9416,301.2267,2584.6776,-15846.1601,23603.752,1.156239,0.923877,0.92788,0.442724,0.09868,236.223,245.3234,9.1004,"{causal=+113.51, attention=+22.19, existence=+19.09, legal=+15.00, social=+13.75, risk_reduction=+13.62, temporal=+9.37, liquidity=-6.40, ...}"
agent_f74588efcd,Kinetic Motors 58,Borealgrad,BOR,mobility,2007.02,2679.8181,259573.8327,596.7791,3277.2357,-268817.663,22187.3479,1.175081,0.783332,0.94046,0.598171,0.038201,1561.3011,1589.2769,27.9758,"{causal=+665.85, legal=+233.39, temporal=+205.59, social=+143.86, attention=+112.36, liquidity=-27.98, existence=+22.44, potential=+2.16, ...}"
agent_060b2a3eeb,Nexus Culture 59,Borealgrad,BOR,entertainment,332.09,591.8316,21678.075,1346.4724,1763.321,116575.2298,55.2085,1.76652,0.5416,0.905374,0.373908,0.047105,244.3495,244.4809,0.1314,"{causal=+88.85, legal=+35.91, temporal=+30.71, social=+22.51, attention=+17.60, existence=+16.49, memory=+4.92, potential=+1.50, ...}"
agent_c11dad4695,Signal Travel 60,Eldorland,ELD,tourism,283.37,531.2762,5262.5418,980.3243,1028.6518,115508.1489,136.3703,0.682234,0.389595,0.786291,0.354653,0.024642,191.297,193.1397,1.8427,"{causal=+67.30, legal=+28.13, temporal=+25.82, social=+16.86, existence=+16.33, attention=+14.82, memory=+2.39, risk_reduction=-1.12, ...}"
agent_023d7c65c6,Union Scholars 61,Faronreich,FAR,education,616.32,1847.2247,10384.595,17981.2446,2576.5685,646176.5027,444.8928,1.27831,0.975937,0.99,0.472923,0.010615,306.7679,307.8611,1.0932,"{causal=+93.71, temporal=+39.74, legal=+33.41, attention=+25.68, social=+25.53, epistemic=+21.91, existence=+16.88, potential=+16.25, ...}"
agent_e231b71069,Nexus Arms 62,Helioia,HEL,defense,456.6,2899.0201,4078.4944,10678.3273,2444.3919,579774.5706,781.0743,0.711872,0.56062,0.99,0.268914,0.112257,225.4712,230.7782,5.307,"{causal=+77.31, legal=+31.86, temporal=+31.25, attention=+19.92, social=+18.99, existence=+17.39, security=+5.15, ecological=-3.84, ...}"
agent_b073dc3510,Astra Research 63,Kaelreich,KAE,research,726.42,3366.381,8961.9323,4221.5257,1977.7039,357885.761,69.6019,0.797592,0.445844,0.801863,0.416952,0.020292,318.8271,319.4298,0.6027,"{causal=+112.29, temporal=+48.15, legal=+45.20, attention=+30.76, social=+27.34, existence=+17.23, potential=+2.79, ecological=+1.91, ...}"
agent_6116dfce19,Union Habitat 64,Eldorland,ELD,housing,405.99,668.5541,4566.042,188.8931,390.2958,450127.0919,164.941,0.557727,0.620678,0.771261,0.346025,0.034864,244.2692,244.8753,0.6061,"{causal=+76.27, legal=+41.13, temporal=+31.44, social=+23.15, existence=+20.80, attention=+18.44, infrastructure=+3.56, security=+2.49, ...}"
agent_6594bd81a6,Vector Capital 65,Helioia,HEL,finance,440.76,1230.2037,16938.1173,660.7865,3909.1542,-140060.1788,96855.2995,0.731794,0.359747,0.673753,0.858046,0.022019,-76.9207,247.3227,324.2434,"{legal=-188.09, causal=+140.26, liquidity=-98.54, attention=+23.09, temporal=+19.78, existence=+18.85, social=+4.40, potential=+0.99}"
agent_36abe519fa,Blue Arms 66,Borealgrad,BOR,defense,491.68,2920.4193,17844.2293,1182.8381,3335.0165,469192.617,633.8603,0.966073,0.969292,0.99,0.270198,0.060147,292.6019,299.2551,6.6532,"{causal=+102.43, legal=+41.61, temporal=+39.76, attention=+24.43, social=+24.34, existence=+19.26, security=+7.26, ecological=-5.40, ...}"
agent_646b197449,Union Biomed 67,Helioia,HEL,health,203.07,1865.4858,5837.6642,0.0,1113.5064,198502.3616,1057.2875,0.706948,0.612887,0.859527,0.300325,0.018967,192.3279,194.5296,2.2017,"{causal=+62.85, legal=+26.69, temporal=+20.11, existence=+19.34, social=+15.85, attention=+10.81, health=+7.28, risk_reduction=+2.60, ...}"
agent_bcfd020ff7,Nexus Homes 68,Eldorland,ELD,housing,123.2,631.0782,1541.9447,1103.473,714.0235,404390.6984,320.9952,1.073738,0.931918,0.8702,0.483683,0.032657,133.8718,135.1646,1.2928,"{causal=+29.15, legal=+24.78, existence=+23.14, social=+13.24, temporal=+11.31, attention=+5.74, infrastructure=+5.63, security=+4.06, ...}"
agent_595a1c8450,Signal Agro 69,Galenheim,GAL,agriculture,117.62,633.9418,11160.6919,0.0,830.4486,-56710.8668,25631.5859,0.925054,0.41974,0.775459,0.575747,0.019315,55.7982,118.9922,63.194,"{causal=+65.18, legal=-28.80, liquidity=-28.64, existence=+17.86, attention=+7.25, social=+4.52, temporal=+1.96, potential=+1.16}"
agent_6077a61361,Blue Health 70,Eldorland,ELD,health,251.76,482.3819,15876.3716,0.0,618.0223,37448.2081,21.1529,0.939006,0.440819,0.728464,0.67957,0.012262,236.0474,236.0862,0.0388,"{causal=+83.53, legal=+36.65, temporal=+26.40, social=+20.49, existence=+18.35, attention=+13.87, health=+3.51, potential=+1.59, ...}"
agent_e9d8a46d87,Green Luxury 71,Faronreich,FAR,luxury,281.22,4818.6195,2355.9083,2573.8237,845.979,370683.8223,536.0831,0.609114,0.811687,0.99,0.272684,0.056784,133.628,134.4159,0.7879,"{causal=+41.93, temporal=+18.16, legal=+18.13, existence=+15.70, social=+13.02, attention=+11.97, potential=+2.24, liquidity=-0.79, ...}"
agent_26e88740fe,Nexus Stories 72,Galenheim,GAL,entertainment,190.01,535.188,1592.0908,0.0,618.9829,121214.1084,339.891,0.873503,0.728529,0.99,0.284171,0.098996,117.5008,119.4301,1.9293,"{causal=+38.09, legal=+15.50, existence=+15.07, temporal=+14.36, social=+11.17, attention=+9.04, memory=+3.36, potential=+2.01, ...}"
agent_8e6325354f,Iron Seed 73,Kaelreich,KAE,agriculture,45.6,2667.6724,2190.0753,0.0,999.9647,-115438.8292,29838.9868,0.554329,0.832159,0.436353,0.794801,0.023067,-2624.5767,59.7085,2684.2852,"{temporal=-1468.27, legal=-816.48, liquidity=-267.94, social=-209.48, causal=+26.44, existence=+18.26, attention=+2.81, potential=+2.30}"
agent_87e80d5c77,Terra Logistics 74,Galenheim,GAL,logistics,164.47,603.2209,14274.5892,0.0,925.8609,-160660.5796,20391.6553,0.782969,0.888209,0.689372,0.82689,0.018824,-505.6139,148.7372,654.3512,"{legal=-265.00, temporal=-227.87, liquidity=-120.97, causal=+88.29, social=-24.10, existence=+18.46, attention=+10.14, potential=+2.45}"
agent_b89e3f1368,Saffron Arms 75,Faronreich,FAR,defense,1236.08,8034.5289,33969.8018,1708.2386,1210.8234,503536.9053,395.9942,1.154066,0.660035,0.99,0.268879,0.035382,481.7313,484.9113,3.18,"{causal=+172.16, temporal=+77.38, legal=+67.65, attention=+51.36, social=+41.90, existence=+18.88, potential=+3.98, epistemic=+2.46, ...}"
agent_8953360406,Kinetic Legal 76,Jorvikmark,JOR,legal,130.7,3168.4731,3741.1818,0.0,1340.0675,-41201.0652,28634.2298,0.791257,0.483771,0.598994,0.74807,0.029601,-738.6437,104.2296,842.8733,"{temporal=-379.93, legal=-297.84, liquidity=-111.50, social=-56.70, causal=+48.61, existence=+16.35, potential=+7.49, attention=+7.23, ...}"
agent_71b8600ffd,Signal Health 77,Borealgrad,BOR,health,372.76,717.5621,15375.2599,0.0,664.7326,427903.3041,131.1699,0.989972,0.672148,0.978598,0.301367,0.013456,318.1724,318.7864,0.6139,"{causal=+97.06, legal=+41.97, temporal=+34.58, social=+24.40, health=+22.60, attention=+19.39, existence=+18.13, risk_reduction=+8.38, ...}"
agent_882e4ac4d7,Pioneer Security 78,Jorvikmark,JOR,security,407.35,1242.6512,7306.8925,1089.1504,1205.2131,67402.2622,182.7516,0.712313,0.656145,0.899624,0.63141,0.036637,251.2455,251.9997,0.7542,"{causal=+88.13, legal=+36.96, temporal=+32.55, social=+22.55, attention=+19.03, existence=+18.12, security=+2.67, risk_reduction=+2.16, ...}"
agent_746a371f0f,Vector Care 79,Borealgrad,BOR,health,385.46,1502.7662,38569.4714,0.0,1792.4209,-139457.5386,66.232,0.961512,0.623207,0.775521,0.320586,0.015011,380.6817,381.0995,0.4178,"{causal=+141.39, legal=+62.24, temporal=+42.63, social=+34.03, attention=+21.30, existence=+20.35, health=+4.58, potential=+2.17, ...}"
agent_01ada92f4d,Pioneer Seed 80,Damaria,DAM,agriculture,110.15,1219.5455,8819.7481,0.0,12476.4593,-544646.3695,428303.0327,0.769668,0.733108,0.574008,0.759982,0.017426,-3172.9593,108.5844,3281.5437,"{temporal=-1613.45, legal=-1089.57, liquidity=-360.75, social=-268.76, causal=+60.59, existence=+18.57, attention=+6.79, potential=+2.03}"
agent_29b7b358d5,Terra Grid 81,Borealgrad,BOR,energy,474.2,825.4435,32792.1342,0.0,2102.821,368376.8365,0.0,1.368354,0.7493,0.99,0.58602,0.043781,312.4778,318.9821,6.5042,"{causal=+113.60, legal=+43.07, temporal=+38.22, social=+25.20, attention=+23.01, existence=+20.72, infrastructure=+11.79, ecological=-6.19, ...}"
agent_539600bb24,Prism Rights 82,Galenheim,GAL,legal,583.97,947.6577,15205.1867,2613.4081,1427.8029,100106.3236,205.2891,1.000156,0.739613,0.99,0.371214,0.013403,398.4168,399.1767,0.76,"{causal=+140.69, legal=+70.83, temporal=+53.59, social=+36.32, attention=+30.52, existence=+15.49, epistemic=+3.34, potential=+2.04, ...}"
agent_71c111b18f,Blue Freight 83,Galenheim,GAL,logistics,95.19,683.9988,15762.8741,0.0,3139.7094,-282888.8657,94742.6703,1.245043,0.672441,0.762555,0.87748,0.030623,-1332.4026,103.0143,1435.4168,"{temporal=-669.07, legal=-496.17, liquidity=-157.08, social=-126.92, causal=+55.73, existence=+20.33, attention=+5.87, potential=+1.86}"
agent_72f1d47596,Civitas Care 84,Faronreich,FAR,health,217.81,2258.5377,5083.5955,0.0,227.3999,254193.6827,164.1896,0.56659,0.446855,0.731478,0.56992,0.025674,167.3462,167.9124,0.5662,"{causal=+54.11, legal=+23.98, existence=+19.04, temporal=+18.74, social=+13.98, attention=+10.59, health=+3.88, potential=+1.61, ...}"
agent_4ad1c43218,Atlas Habitat 85,Borealgrad,BOR,housing,55.69,1745.8406,213.1494,12905.183,342.1997,329346.4727,299.594,0.865914,0.898034,0.99,0.321833,0.02114,73.2479,74.1435,0.8955,"{causal=+15.91, existence=+15.20, legal=+12.70, social=+7.41, temporal=+5.43, attention=+2.64, potential=+2.48, infrastructure=+2.15, ...}"
agent_fac2833ad5,Meridian Assure 86,Kaelreich,KAE,insurance,134.15,1700.4664,613.7709,6634.5843,630.9839,168157.8505,114.0114,0.801621,0.674446,0.816508,0.295869,0.050043,93.4578,93.4578,0.0,"{causal=+26.21, existence=+14.97, legal=+13.92, temporal=+9.71, social=+6.94, attention=+5.78, risk_reduction=+3.41, potential=+1.86, ...}"
agent_b56af2b8f9,Cobalt Atelier 87,Galenheim,GAL,luxury,622.59,2239.2781,42838.0433,3406.2446,3128.9918,-126155.4642,37411.5488,1.068109,0.765711,0.99,0.634888,0.040011,269.6003,364.2405,94.6402,"{causal=+192.72, liquidity=-56.54, temporal=+40.36, attention=+33.73, legal=-31.75, social=+24.16, existence=+19.75, potential=+2.12, ...}"
agent_3d00a2a040,Pioneer Habitat 88,Lumerterra,LUM,housing,159.5,2696.4828,1564.1286,0.0,285.2964,674375.2347,805.3653,0.722952,0.712069,0.99,0.311382,0.020841,136.9071,138.7927,1.8856,"{causal=+35.72, legal=+24.71, existence=+19.40, social=+13.86, temporal=+13.68, attention=+7.56, infrastructure=+3.92, security=+2.57, ...}"
agent_6f7c6f1927,Helix Mobility 89,Galenheim,GAL,mobility,187.6,1717.4141,5642.2398,1001.873,799.5244,191949.4483,542.5846,1.172789,0.8813,0.99,0.205436,0.027001,132.099,134.6896,2.5906,"{causal=+45.26, existence=+18.30, legal=+17.65, temporal=+14.71, social=+10.59, attention=+8.80, liquidity=-2.59, potential=+2.43, ...}"
agent_20b4540a6e,Argent AI 90,Aurelterra,AUR,software,417.87,6897.6364,8280.8483,32598.7827,1633.4576,1965915.7609,543.5121,1.111078,0.665891,0.878394,0.282892,0.0395,230.8467,233.3432,2.4965,"{causal=+83.88, legal=+31.06, temporal=+30.00, social=+18.95, attention=+18.45, existence=+17.71, potential=+4.77, liquidity=-2.50, ...}"
agent_26be88bc99,Saffron Guard 91,Istrpolis,IST,security,48.88,1772.7092,121.6067,8003.322,140.5325,130948.583,132.2285,1.112725,0.700372,0.985128,0.494974,0.018869,49.997,50.5663,0.5693,"{causal=+13.60, existence=+11.89, legal=+5.70, social=+4.14, temporal=+3.10, attention=+2.06, potential=+1.93, security=+1.21, ...}"
agent_1533a053ef,Terra Biomed 92,Istrpolis,IST,health,198.01,2420.8615,3009.2613,0.0,817.6901,255283.5963,399.106,0.649096,0.93686,0.99,0.24731,0.030112,160.264,163.2592,2.9952,"{causal=+47.98, legal=+20.03, existence=+18.44, temporal=+16.81, social=+12.64, attention=+9.70, health=+8.60, potential=+3.49, ...}"
agent_431c3c9be8,Astra Works 93,Galenheim,GAL,construction,677.32,1976.0335,42906.3493,0.0,10296.1403,-499776.9612,302070.7445,0.604798,0.905775,0.816064,0.600797,0.029971,-2775.3987,430.96,3206.3587,"{legal=-1331.21, temporal=-1042.05, liquidity=-488.21, causal=+271.54, social=-261.06, attention=+40.18, existence=+24.99, infrastructure=+5.30, ...}"
agent_fd4298da0d,Pioneer Foods 94,Kaelreich,KAE,food,15.37,1502.795,0.0,2157.6017,17.7482,70538.8893,89.4452,0.785045,0.699745,0.753835,0.479535,0.019146,34.6943,35.8692,1.1749,"{existence=+12.12, causal=+8.15, legal=+3.58, social=+2.62, potential=+1.93, temporal=+1.41, liquidity=-1.17, attention=+0.78, ...}"
agent_83f377344d,Iron Systems 95,Borealgrad,BOR,software,748.51,965.6535,57523.893,0.0,2415.2861,-59605.8027,16099.4755,1.146228,0.791878,0.99,0.507114,0.021405,445.182,488.1216,42.9396,"{causal=+219.88, temporal=+65.92, liquidity=-42.94, attention=+39.66, social=+39.22, legal=+34.87, existence=+19.03, potential=+5.56, ...}"
agent_bb4d39ff6c,Blue Harvest 96,Lumerterra,LUM,food,269.36,603.7982,5459.2856,0.0,1989.7066,473126.4647,289.5349,1.296173,0.518634,0.838944,0.617441,0.014426,254.9946,255.9274,0.9328,"{causal=+73.09, legal=+29.93, existence=+28.06, temporal=+26.42, health=+24.47, social=+17.74, attention=+14.33, risk_reduction=+7.79, ...}"
agent_38a983597f,Meridian Transit 97,Lumerterra,LUM,mobility,290.31,2962.5182,19783.154,2039.0599,2456.9764,-12692.7271,34636.2215,0.932789,0.618131,0.99,0.432084,0.021989,124.4797,169.9843,45.5045,"{causal=+83.84, liquidity=-31.08, existence=+19.71, temporal=+15.73, attention=+15.16, legal=-12.02, social=+9.95, potential=+1.71, ...}"
agent_53da60a4e9,Blue Homes 98,Faronreich,FAR,housing,239.29,4481.8865,7340.0801,9951.4757,1049.548,653349.187,360.5305,1.052945,0.639389,0.90878,0.333634,0.042517,162.4389,163.6022,1.1633,"{causal=+48.87, legal=+25.98, existence=+21.23, temporal=+18.44, social=+14.91, attention=+10.73, infrastructure=+2.36, potential=+1.77, ...}"
agent_0fd9a9d692,Astra Atelier 99,Borealgrad,BOR,luxury,315.75,3215.6746,6888.3553,2996.5545,1700.5233,119577.4374,246.7891,0.513759,0.885171,0.99,0.475086,0.06275,216.1413,216.7542,0.6129,"{causal=+74.52, legal=+33.54, temporal=+27.65, social=+21.13, existence=+17.37, attention=+15.73, potential=+2.45, comparative=+0.69, ...}"
agent_2330c3c959,Atlas Broadcast 100,Galenheim,GAL,media,230.8,504.7458,6450.7549,1398.6569,1163.5623,15742.9918,1417.377,1.026389,0.79866,0.99,0.286076,0.040215,174.8507,175.6024,0.7516,"{causal=+60.39, legal=+25.21, temporal=+20.11, social=+17.20, existence=+16.63, attention=+12.21, potential=+2.21, epistemic=+1.61, ...}"
agent_b72de4f1e6,Prism Habitat 101,Borealgrad,BOR,housing,708.56,1522.4555,41319.0165,0.0,3401.4878,475847.3884,135.3958,1.126102,0.46994,0.985173,0.492498,0.039671,495.7612,496.0931,0.3319,"{causal=+175.92, legal=+84.82, temporal=+64.37, social=+47.20, attention=+35.16, existence=+23.26, infrastructure=+3.98, security=+2.69, ...}"
agent_45fdf6ebdd,Pioneer Law 102,Helioia,HEL,legal,317.77,2803.9285,3887.0535,352.2304,959.0985,180783.4864,192.4066,0.542034,0.576287,0.86623,0.631002,0.018746,201.429,201.8064,0.3774,"{causal=+67.65, legal=+33.14, temporal=+26.05, social=+18.04, existence=+16.86, attention=+15.55, potential=+1.59, epistemic=+0.99, ...}"
agent_77944a4151,Sol Works 103,Galenheim,GAL,construction,220.3,1738.9814,13266.2506,0.0,1124.2877,8149.6466,112.3141,1.224458,0.438762,0.722566,0.60384,0.022493,206.65,207.0773,0.4273,"{causal=+74.89, legal=+31.53, temporal=+23.24, existence=+18.74, social=+17.77, attention=+12.21, infrastructure=+2.04, potential=+1.21, ...}"
agent_691696dc65,Nova Fields 104,Faronreich,FAR,agriculture,17.27,1728.9738,1771.2574,0.0,563.9122,-37954.2835,18749.159,1.122897,0.783636,0.720677,0.782457,0.016998,-218.4859,39.0693,257.5553,"{temporal=-132.44, legal=-83.95, liquidity=-35.21, causal=+15.31, existence=+14.23, social=-10.05, potential=+2.16, attention=+1.06}"
agent_d1039ec4e8,Civitas Logistics 105,Galenheim,GAL,logistics,15.53,1068.7774,1209.6403,0.0,518.6156,-35428.2097,15870.8356,0.948549,0.615302,0.646749,0.718711,0.019555,-141.5082,35.9675,177.4757,"{temporal=-97.22, legal=-56.26, liquidity=-24.59, existence=+14.35, causal=+13.41, social=-3.04, potential=+1.70, attention=+0.96}"
agent_968c34d933,Blue Learning 106,Eldorland,ELD,education,458.56,434.8617,11029.1376,982.6526,2221.5107,258490.734,184.2323,1.153824,0.743724,0.99,0.328561,0.027968,300.7331,301.583,0.8499,"{causal=+99.75, temporal=+38.77, legal=+37.79, social=+25.93, attention=+22.80, existence=+15.82, epistemic=+14.46, potential=+11.12, ...}"
agent_562693d53d,Vertex Infrastructure 107,Lumerterra,LUM,construction,298.69,4414.4501,48545.3612,0.0,12145.9546,-493559.8761,352742.8937,1.131784,0.788203,0.902604,0.73582,0.014773,-2080.6584,210.3958,2291.0542,"{temporal=-952.19, legal=-849.54, liquidity=-275.59, social=-207.39, causal=+122.32, existence=+24.06, attention=+17.59, infrastructure=+3.82, ...}"
agent_4c4054649e,Terra Security 108,Borealgrad,BOR,security,204.48,1200.0392,5757.7088,5409.7856,956.9417,144492.3308,239.0515,0.832502,0.629578,0.99,0.55575,0.025463,149.7776,150.4862,0.7085,"{causal=+48.54, legal=+21.23, existence=+17.12, temporal=+16.69, social=+13.54, attention=+9.69, security=+2.70, risk_reduction=+2.19, ...}"
agent_a6345bdb4a,Union Care 109,Borealgrad,BOR,health,292.49,994.3131,23680.7927,599.0623,1683.8205,18116.0483,3608.1073,1.110123,0.750575,0.900831,0.379796,0.0071,266.7214,269.3718,2.6505,"{causal=+93.73, legal=+35.05, temporal=+27.70, social=+21.48, existence=+19.50, attention=+15.77, health=+10.61, risk_reduction=+3.81, ...}"
agent_f20de20507,Civitas Fields 110,Eldorland,ELD,agriculture,24.46,515.7744,3196.3824,0.0,203.708,-26654.8701,4651.4679,1.262233,0.407961,0.550844,0.525275,0.011026,25.6917,46.6298,20.938,"{causal=+19.74, existence=+16.09, temporal=-10.56, legal=-6.39, liquidity=-4.29, attention=+1.51, potential=+1.13, social=+0.70}"
agent_f880258080,Signal Nutrition 111,Jorvikmark,JOR,food,150.16,698.8424,630.4654,0.0,368.8197,208106.1239,66.604,0.966183,0.364083,0.731865,0.615025,0.019644,114.5621,114.6625,0.1004,"{causal=+35.18, existence=+16.93, legal=+15.07, temporal=+12.29, social=+9.02, attention=+7.26, health=+3.74, risk_reduction=+1.23, ...}"
agent_ecd9aded94,Green Systems 112,Borealgrad,BOR,software,1115.97,562.6565,85903.0061,377.784,2763.8678,143221.0867,100.6378,1.384789,0.429063,0.915597,0.425799,0.018106,723.0578,723.4566,0.3988,"{causal=+276.50, legal=+109.48, temporal=+101.58, social=+63.70, attention=+57.51, existence=+20.12, potential=+6.48, epistemic=+4.35, ...}"
agent_26eb182266,Vertex Build 113,Lumerterra,LUM,construction,274.54,3412.3954,25118.043,6547.8209,2904.0357,23340.5414,40877.786,1.135567,0.632519,0.765098,0.694958,0.024709,-210.4129,144.7622,355.1751,"{legal=-171.15, liquidity=-81.64, causal=+77.97, temporal=-66.46, existence=+22.59, attention=+13.58, social=-12.96, infrastructure=+3.15, ...}"
agent_d497f77705,Meridian Scholars 114,Kaelreich,KAE,education,484.02,3262.1285,9745.4311,0.0,1750.5136,285559.1816,42.217,0.909575,0.396165,0.781541,0.633642,0.023044,272.3249,272.3431,0.0181,"{causal=+95.56, legal=+39.63, temporal=+37.65, social=+23.92, attention=+22.96, existence=+18.31, potential=+2.74, epistemic=+2.72, ...}"
agent_e6001ea8f4,Nova Arms 115,Faronreich,FAR,defense,1507.84,7052.6121,24014.4842,5245.2015,1823.7721,445723.9339,338.791,0.614741,0.975612,0.99,0.462837,0.057289,588.2443,591.7969,3.5526,"{causal=+211.29, temporal=+96.61, legal=+86.08, attention=+62.99, social=+52.45, existence=+19.16, security=+3.17, potential=+2.70, ...}"
agent_dc894f6e1e,Sol Infrastructure 116,Borealgrad,BOR,construction,63.1,1949.386,2417.654,0.0,416.7428,296968.4491,98.2357,1.041186,0.553111,0.814538,0.284871,0.052347,87.5535,87.7475,0.1941,"{causal=+24.16, existence=+20.36, legal=+10.84, temporal=+6.18, social=+6.07, infrastructure=+4.47, attention=+3.30, potential=+1.53, ...}"
agent_68e5b7f71a,Blue Assure 117,Faronreich,FAR,insurance,273.67,1785.3325,7846.1099,0.0,856.5143,165767.6026,433.5292,1.298864,0.975673,0.99,0.436154,0.093207,187.8617,187.8617,0.0,"{causal=+59.73, legal=+30.40, temporal=+22.07, existence=+15.19, social=+14.81, attention=+12.79, risk_reduction=+7.40, potential=+2.70, ...}"
