id,category,source,target,name,kind,fiat_value,truth_score
mor_c6a5cf7cbd,𝓣 Truth,industrialcompany_273e09678b,industrialcompany_546e3f8936,F(purchase/construction),purchase,15547.919223863255,31.507533564722902
mor_b8d2339002,𝓣 Truth,industrialcompany_fd428ea976,industrialcompany_e93e8deaf4,F(purchase/construction),purchase,23068.583295276105,32.75251283553006
mor_b04f3b1c2f,𝓣 Truth,strategiccompany_0407c0f3b0,strategiccompany_5e96fa3c6c,F(purchase/cybersecurity),purchase,2710.0808127166965,25.38862531933867
mor_93bedcb994,𝓣 Truth,industrialcompany_17475691f2,household_8d9e951a3c,F(purchase/construction),purchase,50254.40373457711,35.20951160947823
mor_b31d559b33,𝓣 Truth,researchcompany_75e3e7b824,industrialcompany_8a06fa6e5b,F(purchase/food),purchase,52433.22090210784,33.59597751255844
mor_006510270f,𝓣 Truth,mediacompany_1b17b48105,household_8d9e951a3c,F(purchase/culture),purchase,25739.207547384114,22.10553213780611
mor_d14ca2d39b,𝓣 Truth,researchcompany_937004117b,household_7079143608,F(purchase/research),purchase,27797.272802354117,32.964347366667525
mor_5bc3507407,𝓣 Truth,developmentbank_45f4d4a40e,researchcompany_8a03681c96,F(loan-origination),loan,49319.81057926923,27.407559246835074
mor_5d1df096f0,𝓣 Truth,civiliancompany_5dbfb614fc,mediacompany_6c039e226e,F(purchase/health),purchase,79799.00460751232,36.54228395213633
mor_b513d50bc5,𝓣 Truth,researchcompany_8a03681c96,industrialcompany_e93e8deaf4,F(purchase/biotech),purchase,20983.00661566154,33.13816524002898
mor_36433596dd,𝓣 Truth,strategiccompany_87df2119fc,household_0c5ea5876f,F(purchase/agriculture),purchase,39428.19420184733,30.65969760289068
mor_7e91951381,𝓣 Truth,industrialcompany_b372319db2,civiliancompany_b677ec97e5,F(purchase/logistics),purchase,3012.643992892962,21.510252564976803
mor_e5d271821e,𝓣 Truth,industrialcompany_273e09678b,strategiccompany_61649e2941,F(purchase/construction),purchase,23491.061750408375,32.809780173239275
mor_e89419ab05,𝓣 Truth,industrialcompany_5aebed95aa,strategiccompany_8a1d7768c9,F(purchase/water),purchase,90608.33718507185,34.15664282450597
mor_58c8a97281,𝓣 Truth,platformcompany_3119f56512,industrialcompany_546e3f8936,F(purchase/insurance),purchase,11916.91492082367,27.31193210108785
mor_3214f14bcb,𝓣 Truth,industrialcompany_e93e8deaf4,researchcompany_13a692481e,F(purchase/energy),purchase,1717.3382789993625,24.640223459571484
mor_e5e4b56fcc,𝓣 Truth,mediacompany_6b6f70f4d4,researchcompany_a20bd197a4,F(purchase/insurance),purchase,17983.9527534931,28.463309324645476
mor_8ac33ef204,𝓣 Truth,mutualdefensepact_1b5d3e0e69,country_d0569cdc08,F(defense-support),defense,0.0,14.435546938765036
mor_127044f9a7,𝓣 Truth,maritimesecurityleague_4126ecd0fb,country_deb175b52d,F(defense-support),defense,0.0,18.490932846330473
mor_4c4d2b374b,𝓣 Truth,researchcompany_d70650fc91,industrialcompany_546e3f8936,F(purchase/education),purchase,20633.7835196783,30.556655086744183
mor_45ff67ac9e,𝓣 Truth,strategiccompany_e4987f002a,industrialcompany_db4d818fd8,F(purchase/space),purchase,8328.850454507006,30.130159020175608
mor_9c4884ffa8,𝓣 Truth,mediacompany_6c039e226e,industrialcompany_73cb1e5487,F(purchase/law),purchase,19343.775071405275,32.30737205874562
mor_c10e1efa6d,𝓣 Truth,cyberdefensecompact_4d867d91c4,country_deb175b52d,F(defense-support),defense,0.0,11.669844366765794
mor_2dece29a00,𝓣 Truth,mediacompany_5980bc7864,researchcompany_c6901c3cba,F(purchase/food),purchase,358.2348284413758,18.67162640069365
mor_4de08195f0,𝓣 Truth,mediacompany_1b17b48105,country_d0569cdc08,F(purchase/culture),purchase,3061.105308425607,17.691683281463433
mor_cf284e2065,𝓣 Truth,researchcompany_13a692481e,country_e8d83ed126,F(purchase/biotech),purchase,21779.1747948311,33.25824242023924
mor_9fa5140ac5,𝓣 Truth,mediacompany_6b6f70f4d4,industrialcompany_273e09678b,F(purchase/insurance),purchase,84470.6335399143,32.79155783228876
mor_a03d9f321a,𝓣 Truth,researchcompany_c6901c3cba,mediacompany_6b6f70f4d4,F(purchase/biotech),purchase,7295.623055050498,29.732020991018803
mor_fa1d686da4,𝓣 Truth,industrialcompany_6c11b11486,household_0c5ea5876f,F(purchase/software),purchase,7033.367013093706,28.224970752234995
mor_5fbf49c8c4,𝓣 Truth,mediacompany_bd97dff58a,civiliancompany_b677ec97e5,F(purchase/luxury),purchase,49503.698289492255,24.52515181172972
mor_39da0f3a2c,𝓣 Truth,strategiccompany_0407c0f3b0,household_0c5ea5876f,F(purchase/cybersecurity),purchase,44249.85662678897,33.98639815335186
