tick,event,source,target,amount,category,description
4,steuer,H000017,STAAT,9.363763570054523,,Einkommensteuer
4,lohn,F000019,H000016,34.85563263443681,19,Nettoarbeitslohn
4,steuer,H000016,STAAT,7.651236431949543,,Einkommensteuer
4,lohn,F000019,H000012,32.73680904428656,19,Nettoarbeitslohn
4,steuer,H000012,STAAT,7.1861288145994875,,Einkommensteuer
4,lohn,F000019,H000009,41.17733583917091,19,Nettoarbeitslohn
4,steuer,H000009,STAAT,9.0389273793302,,Einkommensteuer
4,lohn,F000019,H000006,34.567879052176465,19,Nettoarbeitslohn
4,steuer,H000006,STAAT,7.588071011453369,,Einkommensteuer
4,subvention,STAAT,F000019,19.978516787919844,19,Subvention nach Münzkategorie
4,steuer,F000019,STAAT,16.967841820753932,19,CO2-/Schadenssteuer
4,muenze,F000019,M000079,-416.0636574821798,19,Münze erzeugt und bewertet
4,lohn,F000020,H000032,36.13943826523263,5,Nettoarbeitslohn
4,steuer,H000032,STAAT,7.933047424075454,,Einkommensteuer
4,lohn,F000020,H000013,31.903931905640746,5,Nettoarbeitslohn
4,steuer,H000013,STAAT,7.003302125628457,,Einkommensteuer
4,subvention,STAAT,F000020,0.5070261064254894,5,Subvention nach Münzkategorie
4,steuer,F000020,STAAT,1.069645277453265,5,CO2-/Schadenssteuer
4,muenze,F000020,M000080,-19.462121259545178,5,Münze erzeugt und bewertet
4,staatsfinanzierung,MUENZBANK,STAAT,8023.088458988517,,öffentliche Investitionen
4,staat_ausgabe,STAAT,OEFFENTLICH,1666.7547445081864,17,Bildung
4,staat_ausgabe,STAAT,OEFFENTLICH,2333.4566423114607,18,Gesundheit/Soziales
4,staat_ausgabe,STAAT,OEFFENTLICH,1666.7547445081864,13,Infrastruktur
4,staat_ausgabe,STAAT,OEFFENTLICH,1166.7283211557306,1,Commons/Forschung
4,staat_ausgabe,STAAT,OEFFENTLICH,833.3773722540932,7,Kultur
4,staat_ausgabe,STAAT,OEFFENTLICH,666.7018978032745,16,Regeneration
4,kauf,H000001,F000019,42.57008699502145,19,haushaltskonsum
4,steuer,H000001,STAAT,4.682709569452359,19,Umsatzsteuer
4,kauf,H000001,F000018,16.764559293455502,18,haushaltskonsum
4,steuer,H000001,STAAT,1.8441015222801052,18,Umsatzsteuer
4,kauf,H000001,F000013,6.596628075207578,13,haushaltskonsum
4,steuer,H000001,STAAT,0.7256290882728336,13,Umsatzsteuer
4,kauf,H000001,F000017,5.857199942765746,17,haushaltskonsum
4,steuer,H000001,STAAT,0.6442919937042321,17,Umsatzsteuer
4,kauf,H000001,F000008,3.6025557826846604,8,haushaltskonsum
4,steuer,H000001,STAAT,0.3962811360953126,8,Umsatzsteuer
4,kauf,H000001,F000007,3.3526542186060886,7,haushaltskonsum
4,steuer,H000001,STAAT,0.36879196404666975,7,Umsatzsteuer
4,kauf,H000001,F000016,2.0727135728562893,16,haushaltskonsum
4,steuer,H000001,STAAT,0.22799849301419184,16,Umsatzsteuer
4,kauf,H000001,F000001,1.554304312114484,1,haushaltskonsum
4,steuer,H000001,STAAT,0.17097347433259324,1,Umsatzsteuer
4,kauf,H000001,F000006,1.5240929214598413,6,haushaltskonsum
4,steuer,H000001,STAAT,0.16765022136058255,6,Umsatzsteuer
4,kauf,H000001,F000010,1.278118925892032,10,haushaltskonsum
4,steuer,H000001,STAAT,0.14059308184812352,10,Umsatzsteuer
4,kauf,H000001,F000012,0.7880406921006491,12,haushaltskonsum
4,steuer,H000001,STAAT,0.0866844761310714,12,Umsatzsteuer
4,kauf,H000001,F000009,0.6023551304876156,9,haushaltskonsum
4,steuer,H000001,STAAT,0.06625906435363771,9,Umsatzsteuer
4,kauf,H000002,F000019,54.44116895095929,19,haushaltskonsum
4,steuer,H000002,STAAT,5.988528584605522,19,Umsatzsteuer
4,kauf,H000002,F000018,18.738614121728368,18,haushaltskonsum
4,steuer,H000002,STAAT,2.0612475533901207,18,Umsatzsteuer
4,kauf,H000002,F000017,13.169639343527683,17,haushaltskonsum
4,steuer,H000002,STAAT,1.4486603277880452,17,Umsatzsteuer
4,kauf,H000002,F000013,6.063879109962111,13,haushaltskonsum
4,steuer,H000002,STAAT,0.6670267020958323,13,Umsatzsteuer
4,import,H000002,AUSLAND,1.862463357230582,13,haushaltskonsum
4,zoll,H000002,STAAT,0.07303777871492477,13,Importzoll
4,kauf,H000002,F000007,5.370575238649702,7,haushaltskonsum
4,steuer,H000002,STAAT,0.5907632762514673,7,Umsatzsteuer
4,kauf,H000002,F000008,0.45029509071536966,8,haushaltskonsum
4,steuer,H000002,STAAT,0.049532459978690664,8,Umsatzsteuer
4,import,H000002,AUSLAND,3.781760336379484,8,haushaltskonsum
4,zoll,H000002,STAAT,0.1483043269168425,8,Importzoll
4,kauf,H000002,F000016,2.703090546138193,16,haushaltskonsum
4,steuer,H000002,STAAT,0.2973399600752012,16,Umsatzsteuer
4,kauf,H000002,F000006,2.300913159621118,6,haushaltskonsum
4,steuer,H000002,STAAT,0.253100447558323,6,Umsatzsteuer
4,kauf,H000002,F000010,1.7316660296471886,10,haushaltskonsum
4,steuer,H000002,STAAT,0.19048326326119075,10,Umsatzsteuer
4,kauf,H000002,F000001,1.2545732870037862,1,haushaltskonsum
4,steuer,H000002,STAAT,0.13800306157041647,1,Umsatzsteuer
4,kauf,H000002,F000012,1.0414653394397482,12,haushaltskonsum
4,steuer,H000002,STAAT,0.1145611873383723,12,Umsatzsteuer
4,kauf,H000002,F000009,0.7965686259302088,9,haushaltskonsum
4,steuer,H000002,STAAT,0.08762254885232297,9,Umsatzsteuer
4,kauf,H000003,F000019,44.69520813617108,19,haushaltskonsum
4,steuer,H000003,STAAT,4.916472894978819,19,Umsatzsteuer
4,kauf,H000003,F000018,13.43263954973633,18,haushaltskonsum
4,steuer,H000003,STAAT,1.4775903504709962,18,Umsatzsteuer
4,import,H000003,AUSLAND,8.461706556033187,13,haushaltskonsum
4,zoll,H000003,STAAT,0.3318316296483602,13,Importzoll
4,kauf,H000003,F000007,2.8398331477456042,7,haushaltskonsum
4,steuer,H000003,STAAT,0.3123816462520165,7,Umsatzsteuer
4,import,H000003,AUSLAND,3.8762187163814916,8,haushaltskonsum
4,zoll,H000003,STAAT,0.15200857711299967,8,Importzoll
4,kauf,H000003,F000016,2.6645557999627525,16,haushaltskonsum
4,steuer,H000003,STAAT,0.29310113799590276,16,Umsatzsteuer
4,kauf,H000003,F000006,2.1286549744413463,6,haushaltskonsum
4,steuer,H000003,STAAT,0.2341520471885481,6,Umsatzsteuer
4,kauf,H000003,F000010,1.710662321993952,10,haushaltskonsum
4,steuer,H000003,STAAT,0.18817285541933473,10,Umsatzsteuer
4,kauf,H000003,F000012,1.055545194637536,12,haushaltskonsum
4,steuer,H000003,STAAT,0.11610997141012896,12,Umsatzsteuer
4,kauf,H000003,F000001,1.0008697706978757,1,haushaltskonsum
4,steuer,H000003,STAAT,0.11009567477676634,1,Umsatzsteuer
4,kauf,H000003,F000009,0.7900901173382087,9,haushaltskonsum
4,steuer,H000003,STAAT,0.08690991290720296,9,Umsatzsteuer
4,kauf,H000004,F000019,63.425548535616606,19,haushaltskonsum
4,steuer,H000004,STAAT,6.976810338917827,19,Umsatzsteuer
4,kauf,H000004,F000018,16.80833891109702,18,haushaltskonsum
4,steuer,H000004,STAAT,1.8489172802206724,18,Umsatzsteuer
4,import,H000004,AUSLAND,12.156685695782821,13,haushaltskonsum
4,zoll,H000004,STAAT,0.47673277238364004,13,Importzoll
4,import,H000004,AUSLAND,4.02346978353429,8,haushaltskonsum
4,zoll,H000004,STAAT,0.1577831287660506,8,Importzoll
4,kauf,H000004,F000016,4.008298097516713,16,haushaltskonsum
4,steuer,H000004,STAAT,0.4409127907268384,16,Umsatzsteuer
4,kauf,H000004,F000010,2.666512812658968,10,haushaltskonsum
4,steuer,H000004,STAAT,0.2933164093924865,10,Umsatzsteuer
4,kauf,H000004,F000001,1.971778068397813,1,haushaltskonsum
4,steuer,H000004,STAAT,0.21689558752375943,1,Umsatzsteuer
4,kauf,H000004,F000006,1.9213587973878248,6,haushaltskonsum
4,steuer,H000004,STAAT,0.21134946771266072,6,Umsatzsteuer
4,kauf,H000004,F000012,1.5428110528129961,12,haushaltskonsum
4,steuer,H000004,STAAT,0.16970921580942958,12,Umsatzsteuer
4,kauf,H000004,F000009,1.1766710003183425,9,haushaltskonsum
4,steuer,H000004,STAAT,0.12943381003501767,9,Umsatzsteuer
4,kauf,H000005,F000019,35.990442912184996,19,haushaltskonsum
4,steuer,H000005,STAAT,3.9589487203403495,19,Umsatzsteuer
4,kauf,H000005,F000018,10.13579853760497,18,haushaltskonsum
4,steuer,H000005,STAAT,1.1149378391365468,18,Umsatzsteuer
4,import,H000005,AUSLAND,6.8960700875098455,13,haushaltskonsum
4,zoll,H000005,STAAT,0.2704341210788174,13,Importzoll
4,import,H000005,AUSLAND,2.787920793721806,8,haushaltskonsum
4,zoll,H000005,STAAT,0.1093302272047767,8,Importzoll
4,kauf,H000005,F000016,2.2757882222196972,16,haushaltskonsum
4,steuer,H000005,STAAT,0.2503367044441667,16,Umsatzsteuer
4,kauf,H000005,F000010,0.5205244846544486,10,haushaltskonsum
4,steuer,H000005,STAAT,0.05725769331198934,10,Umsatzsteuer
4,kauf,H000005,F000001,1.0158750151899139,1,haushaltskonsum
4,steuer,H000005,STAAT,0.11174625167089053,1,Umsatzsteuer
4,kauf,H000005,F000012,0.9348929935901928,12,haushaltskonsum
4,steuer,H000005,STAAT,0.10283822929492122,12,Umsatzsteuer
4,kauf,H000005,F000009,0.71403327494142,9,haushaltskonsum
4,steuer,H000005,STAAT,0.0785436602435562,9,Umsatzsteuer
4,kauf,H000006,F000019,62.84173494567179,19,haushaltskonsum
4,steuer,H000006,STAAT,6.912590844023897,19,Umsatzsteuer
4,kauf,H000006,F000018,18.78020327281245,18,haushaltskonsum
4,steuer,H000006,STAAT,2.0658223600093697,18,Umsatzsteuer
4,import,H000006,AUSLAND,12.368709827880567,13,haushaltskonsum
4,zoll,H000006,STAAT,0.4850474442306104,13,Importzoll
4,import,H000006,AUSLAND,6.399944911532541,8,haushaltskonsum
4,zoll,H000006,STAAT,0.25097823182480555,8,Importzoll
4,kauf,H000006,F000016,4.052027406535926,16,haushaltskonsum
4,steuer,H000006,STAAT,0.4457230147189518,16,Umsatzsteuer
4,kauf,H000006,F000001,2.0903522041161304,1,haushaltskonsum
4,steuer,H000006,STAAT,0.22993874245277435,1,Umsatzsteuer
4,kauf,H000006,F000012,1.6854266081498905,12,haushaltskonsum
4,steuer,H000006,STAAT,0.18539692689648796,12,Umsatzsteuer
4,kauf,H000006,F000009,1.2885303474750902,9,haushaltskonsum
4,steuer,H000006,STAAT,0.14173833822225992,9,Umsatzsteuer
4,kauf,H000007,F000019,36.13215047129406,19,haushaltskonsum
4,steuer,H000007,STAAT,3.9745365518423466,19,Umsatzsteuer
4,kauf,H000007,F000018,12.560971407798283,18,haushaltskonsum
4,steuer,H000007,STAAT,1.381706854857811,18,Umsatzsteuer
4,import,H000007,AUSLAND,7.157096109769866,13,haushaltskonsum
4,zoll,H000007,STAAT,0.28067043567724964,13,Importzoll
4,import,H000007,AUSLAND,3.2626693969142435,8,haushaltskonsum
4,zoll,H000007,STAAT,0.12794781948683306,8,Importzoll
4,kauf,H000007,F000016,2.3434320801367408,16,haushaltskonsum
4,steuer,H000007,STAAT,0.2577775288150415,16,Umsatzsteuer
4,kauf,H000007,F000001,1.5433029449391926,1,haushaltskonsum
4,steuer,H000007,STAAT,0.1697633239433112,1,Umsatzsteuer
4,kauf,H000007,F000012,0.9634531649268698,12,haushaltskonsum
4,steuer,H000007,STAAT,0.10597984814195568,12,Umsatzsteuer
4,kauf,H000007,F000009,0.7358221042634389,9,haushaltskonsum
4,steuer,H000007,STAAT,0.08094043146897828,9,Umsatzsteuer
4,kauf,H000008,F000019,60.44241397756093,19,haushaltskonsum
4,steuer,H000008,STAAT,6.648665537531703,19,Umsatzsteuer
4,kauf,H000008,F000018,23.13819323400348,18,haushaltskonsum
4,steuer,H000008,STAAT,2.5452012557403827,18,Umsatzsteuer
4,import,H000008,AUSLAND,12.00471844013721,13,haushaltskonsum
4,zoll,H000008,STAAT,0.4707732721622436,13,Importzoll
4,import,H000008,AUSLAND,6.535655647339729,8,haushaltskonsum
4,zoll,H000008,STAAT,0.2563002214643031,8,Importzoll
4,kauf,H000008,F000016,3.9619523871102422,16,haushaltskonsum
4,steuer,H000008,STAAT,0.43581476258212665,16,Umsatzsteuer
4,kauf,H000008,F000001,1.653823956714259,1,haushaltskonsum
4,steuer,H000008,STAAT,0.1819206352385685,1,Umsatzsteuer
4,kauf,H000008,F000012,1.66303389671813,12,haushaltskonsum
4,steuer,H000008,STAAT,0.1829337286389943,12,Umsatzsteuer
4,kauf,H000008,F000009,1.2728973481985617,9,haushaltskonsum
4,steuer,H000008,STAAT,0.1400187083018418,9,Umsatzsteuer
4,kauf,H000009,F000019,31.827329100797073,19,haushaltskonsum
4,steuer,H000009,STAAT,3.501006201087678,19,Umsatzsteuer
4,kauf,H000009,F000018,12.09060561736576,18,haushaltskonsum
4,steuer,H000009,STAAT,1.3299666179102336,18,Umsatzsteuer
4,import,H000009,AUSLAND,5.817098991184644,13,haushaltskonsum
4,zoll,H000009,STAAT,0.22812152906606442,13,Importzoll
4,import,H000009,AUSLAND,2.5237051612009695,8,haushaltskonsum
4,zoll,H000009,STAAT,0.09896882985101842,8,Importzoll
4,kauf,H000009,F000016,1.9197227882544905,16,haushaltskonsum
4,steuer,H000009,STAAT,0.21116950670799395,16,Umsatzsteuer
4,kauf,H000009,F000001,1.3162131483092632,1,haushaltskonsum
4,steuer,H000009,STAAT,0.14478344631401896,1,Umsatzsteuer
4,kauf,H000009,F000012,0.7897000818232691,12,haushaltskonsum
4,steuer,H000009,STAAT,0.0868670090005596,12,Umsatzsteuer
4,kauf,H000009,F000009,0.6034358423142523,9,haushaltskonsum
4,steuer,H000009,STAAT,0.06637794265456776,9,Umsatzsteuer
4,kauf,H000010,F000019,63.01239374380642,19,haushaltskonsum
4,steuer,H000010,STAAT,6.931363311818706,19,Umsatzsteuer
4,kauf,H000010,F000018,16.99960729901517,18,haushaltskonsum
4,steuer,H000010,STAAT,1.8699568028916689,18,Umsatzsteuer
4,import,H000010,AUSLAND,11.656826421833795,13,haushaltskonsum
4,zoll,H000010,STAAT,0.4571304479150507,13,Importzoll
4,import,H000010,AUSLAND,5.153008106371357,8,haushaltskonsum
4,zoll,H000010,STAAT,0.20207874926946498,8,Importzoll
4,kauf,H000010,F000016,3.839402877448239,16,haushaltskonsum
4,steuer,H000010,STAAT,0.4223343165193063,16,Umsatzsteuer
4,kauf,H000010,F000001,1.9408905559843006,1,haushaltskonsum
4,steuer,H000010,STAAT,0.21349796115827308,1,Umsatzsteuer
4,kauf,H000010,F000012,1.5945661649213134,12,haushaltskonsum
4,steuer,H000010,STAAT,0.1754022781413445,12,Umsatzsteuer
4,kauf,H000010,F000009,1.2183540930845345,9,haushaltskonsum
4,steuer,H000010,STAAT,0.1340189502392988,9,Umsatzsteuer
4,kauf,H000011,F000019,52.45524032128025,19,haushaltskonsum
4,steuer,H000011,STAAT,5.770076435340828,19,Umsatzsteuer
4,kauf,H000011,F000018,13.439955517071553,18,haushaltskonsum
4,steuer,H000011,STAAT,1.478395106877871,18,Umsatzsteuer
4,import,H000011,AUSLAND,10.150300815802714,13,haushaltskonsum
4,zoll,H000011,STAAT,0.3980510123844201,13,Importzoll
4,import,H000011,AUSLAND,5.039810763474366,8,haushaltskonsum
4,zoll,H000011,STAAT,0.19763963778330848,8,Importzoll
4,kauf,H000011,F000016,3.306252598484757,16,haushaltskonsum
4,steuer,H000011,STAAT,0.3636877858333233,16,Umsatzsteuer
4,kauf,H000011,F000001,2.0776940490078957,1,haushaltskonsum
4,steuer,H000011,STAAT,0.22854634539086852,1,Umsatzsteuer
4,kauf,H000011,F000012,1.3620640598879248,12,haushaltskonsum
4,steuer,H000011,STAAT,0.14982704658767174,12,Umsatzsteuer
4,kauf,H000011,F000009,1.0403451545551796,9,haushaltskonsum
4,steuer,H000011,STAAT,0.11443796700106976,9,Umsatzsteuer
4,kauf,H000012,F000019,34.589291194423794,19,haushaltskonsum
4,steuer,H000012,STAAT,3.8048220313866175,19,Umsatzsteuer
4,kauf,H000012,F000018,19.20414019602521,18,haushaltskonsum
4,steuer,H000012,STAAT,2.1124554215627733,18,Umsatzsteuer
4,import,H000012,AUSLAND,6.429773069499867,13,haushaltskonsum
4,zoll,H000012,STAAT,0.25214796350979873,13,Importzoll
4,import,H000012,AUSLAND,2.2990982557345263,8,haushaltskonsum
4,zoll,H000012,STAAT,0.09016071591115792,8,Importzoll
4,kauf,H000012,F000016,2.1640581193621276,16,haushaltskonsum
4,steuer,H000012,STAAT,0.23804639312983403,16,Umsatzsteuer
4,kauf,H000012,F000001,1.0065919395414826,1,haushaltskonsum
4,steuer,H000012,STAAT,0.11072511334956309,1,Umsatzsteuer
4,kauf,H000012,F000012,0.9043400864951106,12,haushaltskonsum
4,steuer,H000012,STAAT,0.09947740951446216,12,Umsatzsteuer
4,kauf,H000012,F000009,0.6917747665275086,9,haushaltskonsum
4,steuer,H000012,STAAT,0.07609522431802594,9,Umsatzsteuer
4,kauf,H000013,F000019,52.01312843856916,19,haushaltskonsum
4,steuer,H000013,STAAT,5.721444128242608,19,Umsatzsteuer
4,kauf,H000013,F000018,21.425090205722114,18,haushaltskonsum
4,steuer,H000013,STAAT,2.3567599226294327,18,Umsatzsteuer
4,import,H000013,AUSLAND,9.208324830275778,13,haushaltskonsum
4,zoll,H000013,STAAT,0.3611107776578736,13,Importzoll
4,import,H000013,AUSLAND,3.305296375495876,8,haushaltskonsum
4,zoll,H000013,STAAT,0.1296194657057206,8,Importzoll
4,kauf,H000013,F000016,3.0760515808406623,16,haushaltskonsum
4,steuer,H000013,STAAT,0.33836567389247285,16,Umsatzsteuer
4,kauf,H000013,F000001,1.7058890540908107,1,haushaltskonsum
4,steuer,H000013,STAAT,0.18764779594998918,1,Umsatzsteuer
4,kauf,H000013,F000012,1.2753559382170487,12,haushaltskonsum
4,steuer,H000013,STAAT,0.14028915320387536,12,Umsatzsteuer
4,kauf,H000013,F000009,0.9747181609964607,9,haushaltskonsum
4,steuer,H000013,STAAT,0.10721899770961067,9,Umsatzsteuer
4,kauf,H000014,F000019,39.054627587722365,19,haushaltskonsum
4,steuer,H000014,STAAT,4.29600903464946,19,Umsatzsteuer
4,kauf,H000014,F000018,15.502433771960249,18,haushaltskonsum
4,steuer,H000014,STAAT,1.7052677149156275,18,Umsatzsteuer
4,import,H000014,AUSLAND,7.324886437008504,13,haushaltskonsum
4,zoll,H000014,STAAT,0.28725044851013737,13,Importzoll
4,import,H000014,AUSLAND,3.7278501297328006,8,haushaltskonsum
4,zoll,H000014,STAAT,0.14619020116599218,8,Importzoll
4,kauf,H000014,F000016,2.4123359939054896,16,haushaltskonsum
4,steuer,H000014,STAAT,0.26535695932960385,16,Umsatzsteuer
4,kauf,H000014,F000001,1.5656593495636508,1,haushaltskonsum
4,steuer,H000014,STAAT,0.1722225284520016,1,Umsatzsteuer
4,kauf,H000014,F000012,0.9979715814843181,12,haushaltskonsum
4,steuer,H000014,STAAT,0.10977687396327498,12,Umsatzsteuer
4,kauf,H000014,F000009,0.7632944767948097,9,haushaltskonsum
4,steuer,H000014,STAAT,0.08396239244742906,9,Umsatzsteuer
4,kauf,H000015,F000019,61.15128948861037,19,haushaltskonsum
4,steuer,H000015,STAAT,6.7266418437471405,19,Umsatzsteuer
4,kauf,H000015,F000018,19.92019818310361,18,haushaltskonsum
4,steuer,H000015,STAAT,2.1912218001413972,18,Umsatzsteuer
4,import,H000015,AUSLAND,11.782024095096444,13,haushaltskonsum
4,zoll,H000015,STAAT,0.4620401605920174,13,Importzoll
4,import,H000015,AUSLAND,4.890081417599604,8,haushaltskonsum
4,zoll,H000015,STAAT,0.19176789872939623,8,Importzoll
4,kauf,H000015,F000016,3.8794624697565636,16,haushaltskonsum
4,steuer,H000015,STAAT,0.426740871673222,16,Umsatzsteuer
4,kauf,H000015,F000001,2.2054447533403474,1,haushaltskonsum
4,steuer,H000015,STAAT,0.24259892286743823,1,Umsatzsteuer
4,kauf,H000015,F000012,1.6027945279918512,12,haushaltskonsum
4,steuer,H000015,STAAT,0.17630739807910364,12,Umsatzsteuer
4,kauf,H000015,F000009,1.2240542415918203,9,haushaltskonsum
4,steuer,H000015,STAAT,0.13464596657510022,9,Umsatzsteuer
4,kauf,H000016,F000019,55.03398938305105,19,haushaltskonsum
4,steuer,H000016,STAAT,6.053738832135616,19,Umsatzsteuer
4,kauf,H000016,F000018,16.336519681228143,18,haushaltskonsum
4,steuer,H000016,STAAT,1.7970171649350957,18,Umsatzsteuer
4,import,H000016,AUSLAND,10.981714934049739,13,haushaltskonsum
4,zoll,H000016,STAAT,0.4306554876097936,13,Importzoll
4,import,H000016,AUSLAND,4.564237858447173,8,haushaltskonsum
4,zoll,H000016,STAAT,0.1789897199391048,8,Importzoll
4,kauf,H000016,F000016,3.618904262516014,16,haushaltskonsum
4,steuer,H000016,STAAT,0.39807946887676154,16,Umsatzsteuer
4,kauf,H000016,F000001,1.5690676611972687,1,haushaltskonsum
4,steuer,H000016,STAAT,0.17259744273169955,1,Umsatzsteuer
4,kauf,H000016,F000012,1.5070078976315051,12,haushaltskonsum
4,steuer,H000016,STAAT,0.16577086873946556,12,Umsatzsteuer
4,kauf,H000016,F000009,1.1510208199269152,9,haushaltskonsum
4,steuer,H000016,STAAT,0.12661229019196066,9,Umsatzsteuer
4,kauf,H000017,F000019,55.376569110975055,19,haushaltskonsum
4,steuer,H000017,STAAT,6.091422602207256,19,Umsatzsteuer
4,kauf,H000017,F000018,18.607143396126787,18,haushaltskonsum
4,steuer,H000017,STAAT,2.0467857735739465,18,Umsatzsteuer
4,import,H000017,AUSLAND,11.41548056804454,13,haushaltskonsum
4,zoll,H000017,STAAT,0.44766590462919753,13,Importzoll
4,import,H000017,AUSLAND,4.722041087793628,8,haushaltskonsum
4,zoll,H000017,STAAT,0.18517808187425996,8,Importzoll
4,kauf,H000017,F000016,3.7134149231494185,16,haushaltskonsum
4,steuer,H000017,STAAT,0.408475641546436,16,Umsatzsteuer
4,kauf,H000017,F000001,2.797064722640997,1,haushaltskonsum
4,steuer,H000017,STAAT,0.3076771194905097,1,Umsatzsteuer
4,kauf,H000017,F000012,1.5093239648049754,12,haushaltskonsum
4,steuer,H000017,STAAT,0.1660256361285473,12,Umsatzsteuer
4,kauf,H000017,F000009,1.1510510741382134,9,haushaltskonsum
4,steuer,H000017,STAAT,0.12661561815520347,9,Umsatzsteuer
4,kauf,H000018,F000019,55.27656683223324,19,haushaltskonsum
4,steuer,H000018,STAAT,6.080422351545657,19,Umsatzsteuer
4,kauf,H000018,F000018,15.815595768623444,18,haushaltskonsum
4,steuer,H000018,STAAT,1.7397155345485789,18,Umsatzsteuer
4,import,H000018,AUSLAND,10.523001774449837,13,haushaltskonsum
4,zoll,H000018,STAAT,0.4126667362529347,13,Importzoll
4,import,H000018,AUSLAND,5.7188927750536,8,haushaltskonsum
4,zoll,H000018,STAAT,0.22427030490406274,8,Importzoll
4,kauf,H000018,F000016,3.444464110833654,16,haushaltskonsum
4,steuer,H000018,STAAT,0.37889105219170194,16,Umsatzsteuer
4,kauf,H000018,F000001,1.8983877983192416,1,haushaltskonsum
4,steuer,H000018,STAAT,0.20882265781511658,1,Umsatzsteuer
4,kauf,H000018,F000012,1.4315588504807601,12,haushaltskonsum
4,steuer,H000018,STAAT,0.15747147355288363,12,Umsatzsteuer
4,kauf,H000018,F000009,1.094767946876159,9,haushaltskonsum
4,steuer,H000018,STAAT,0.1204244741563775,9,Umsatzsteuer
4,kauf,H000019,F000019,66.30626297262559,19,haushaltskonsum
4,steuer,H000019,STAAT,7.293688926988815,19,Umsatzsteuer
4,kauf,H000019,F000018,19.344320620573786,18,haushaltskonsum
4,steuer,H000019,STAAT,2.1278752682631166,18,Umsatzsteuer
4,import,H000019,AUSLAND,11.78711265714113,13,haushaltskonsum
4,zoll,H000019,STAAT,0.4622397120447501,13,Importzoll
4,import,H000019,AUSLAND,4.4341257278241955,8,haushaltskonsum
4,zoll,H000019,STAAT,0.17388728344408608,8,Importzoll
4,kauf,H000019,F000016,3.896169969818507,16,haushaltskonsum
4,steuer,H000019,STAAT,0.42857869668003573,16,Umsatzsteuer
4,kauf,H000019,F000001,2.3031074015739934,1,haushaltskonsum
4,steuer,H000019,STAAT,0.2533418141731393,1,Umsatzsteuer
4,kauf,H000019,F000012,1.606342581955123,12,haushaltskonsum
4,steuer,H000019,STAAT,0.17669768401506353,12,Umsatzsteuer
4,kauf,H000019,F000009,1.226499091433372,9,haushaltskonsum
4,steuer,H000019,STAAT,0.13491490005767093,9,Umsatzsteuer
4,kauf,H000020,F000019,5.840640936230192,19,haushaltskonsum
4,steuer,H000020,STAAT,0.642470502985321,19,Umsatzsteuer
4,import,H000020,AUSLAND,44.50680067313523,19,haushaltskonsum
4,zoll,H000020,STAAT,1.7453647322798127,19,Importzoll
4,kauf,H000020,F000018,17.16049269323781,18,haushaltskonsum
4,steuer,H000020,STAAT,1.887654196256159,18,Umsatzsteuer
4,import,H000020,AUSLAND,10.468264969905515,13,haushaltskonsum
4,zoll,H000020,STAAT,0.4105201948982555,13,Importzoll
4,import,H000020,AUSLAND,5.681701290118292,8,haushaltskonsum
4,zoll,H000020,STAAT,0.22281181529875657,8,Importzoll
4,kauf,H000020,F000016,3.417513599879838,16,haushaltskonsum
4,steuer,H000020,STAAT,0.3759264959867822,16,Umsatzsteuer
4,kauf,H000020,F000001,2.123870498981079,1,haushaltskonsum
4,steuer,H000020,STAAT,0.23362575488791867,1,Umsatzsteuer
4,kauf,H000020,F000012,1.4135510157041735,12,haushaltskonsum
4,steuer,H000020,STAAT,0.1554906117274591,12,Umsatzsteuer
4,kauf,H000020,F000009,1.080688650158789,9,haushaltskonsum
4,steuer,H000020,STAAT,0.11887575151746678,9,Umsatzsteuer
4,import,H000021,AUSLAND,65.94759732017266,19,haushaltskonsum
4,zoll,H000021,STAAT,2.5861802870655946,19,Importzoll
4,kauf,H000021,F000018,19.839498671680996,18,haushaltskonsum
4,steuer,H000021,STAAT,2.1823448538849095,18,Umsatzsteuer
4,import,H000021,AUSLAND,13.793440533761798,13,haushaltskonsum
4,zoll,H000021,STAAT,0.5409192366181096,13,Importzoll
4,import,H000021,AUSLAND,6.184843672097061,8,haushaltskonsum
4,zoll,H000021,STAAT,0.24254288910184557,8,Importzoll
4,kauf,H000021,F000016,4.511101231370809,16,haushaltskonsum
4,steuer,H000021,STAAT,0.49622113545078894,16,Umsatzsteuer
4,kauf,H000021,F000001,2.6681711419881315,1,haushaltskonsum
4,steuer,H000021,STAAT,0.29349882561869445,1,Umsatzsteuer
4,kauf,H000021,F000012,1.8598959755858133,12,haushaltskonsum
4,steuer,H000021,STAAT,0.20458855731443948,12,Umsatzsteuer
4,kauf,H000021,F000009,1.420108494358071,9,haushaltskonsum
4,steuer,H000021,STAAT,0.15621193437938782,9,Umsatzsteuer
4,import,H000022,AUSLAND,61.36878982857711,19,haushaltskonsum
4,zoll,H000022,STAAT,2.406619208963808,19,Importzoll
4,kauf,H000022,F000018,22.097577237269313,18,haushaltskonsum
4,steuer,H000022,STAAT,2.4307334960996245,18,Umsatzsteuer
4,import,H000022,AUSLAND,14.056195851317378,13,haushaltskonsum
4,zoll,H000022,STAAT,0.5512233667183285,13,Importzoll
4,import,H000022,AUSLAND,7.8996033172067674,8,haushaltskonsum
4,zoll,H000022,STAAT,0.3097883653806575,8,Importzoll
