tick,event,source,target,amount,category,description
1,transfer,STAAT,H000001,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000002,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000003,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000004,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000005,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000006,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000007,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000008,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000009,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000010,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000011,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000012,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000013,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000014,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000015,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000016,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000017,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000018,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000019,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000020,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000021,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000022,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000023,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000024,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000025,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000026,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000027,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000028,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000029,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000030,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000031,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000032,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000033,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000034,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000035,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000036,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000037,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000038,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000039,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,transfer,STAAT,H000040,25.0,18,Grundmünzrecht: Zugang zu Basismitteln
1,subvention,STAAT,F000001,0.10116394369211368,1,Subvention nach Münzkategorie
1,steuer,F000001,STAAT,0.016654889860607675,1,CO2-/Schadenssteuer
1,muenze,F000001,M000001,42.476023910891215,1,Münze erzeugt und bewertet
1,subvention,STAAT,F000002,0.009009149209385081,2,Subvention nach Münzkategorie
1,steuer,F000002,STAAT,0.01748970367833822,2,CO2-/Schadenssteuer
1,muenze,F000002,M000002,19.0945892751722,2,Münze erzeugt und bewertet
1,subvention,STAAT,F000003,0.019637382272706585,3,Subvention nach Münzkategorie
1,steuer,F000003,STAAT,0.013765011549355503,3,CO2-/Schadenssteuer
1,muenze,F000003,M000003,22.318433944882187,3,Münze erzeugt und bewertet
1,subvention,STAAT,F000004,0.023292676848841835,4,Subvention nach Münzkategorie
1,steuer,F000004,STAAT,0.19202613804539437,4,CO2-/Schadenssteuer
1,muenze,F000004,M000004,36.06848022797545,4,Münze erzeugt und bewertet
1,lohn,F000005,H000032,40.91979909017374,5,Nettoarbeitslohn
1,steuer,H000032,STAAT,8.98239492223326,,Einkommensteuer
1,lohn,F000005,H000003,34.72200285101756,5,Nettoarbeitslohn
1,steuer,H000003,STAAT,7.621903064857512,,Einkommensteuer
1,lohn,F000005,H000009,45.64183245088236,5,Nettoarbeitslohn
1,steuer,H000009,STAAT,10.018938830681494,,Einkommensteuer
1,lohn,F000005,H000027,38.65015799327137,5,Nettoarbeitslohn
1,steuer,H000027,STAAT,8.484181022913226,,Einkommensteuer
1,lohn,F000005,H000007,47.52597067664161,5,Nettoarbeitslohn
1,steuer,H000007,STAAT,10.432530148531086,,Einkommensteuer
1,lohn,F000005,H000006,37.67969220652354,5,Nettoarbeitslohn
1,steuer,H000006,STAAT,8.27115194777346,,Einkommensteuer
1,lohn,F000005,H000017,47.24505127486957,5,Nettoarbeitslohn
1,steuer,H000017,STAAT,10.370864913995758,,Einkommensteuer
1,lohn,F000005,H000033,37.05705390960722,5,Nettoarbeitslohn
1,steuer,H000033,STAAT,8.134475248450364,,Einkommensteuer
1,subvention,STAAT,F000005,5.370147189119128,5,Subvention nach Münzkategorie
1,steuer,F000005,STAAT,12.111929840717533,5,CO2-/Schadenssteuer
1,muenze,F000005,M000005,140.23470760141726,5,Münze erzeugt und bewertet
1,subvention,STAAT,F000006,0.014767089640894777,6,Subvention nach Münzkategorie
1,steuer,F000006,STAAT,0.040707028906951874,6,CO2-/Schadenssteuer
1,muenze,F000006,M000006,51.185359818619666,6,Münze erzeugt und bewertet
1,subvention,STAAT,F000007,0.07359149893786021,7,Subvention nach Münzkategorie
1,steuer,F000007,STAAT,0.031041392903124757,7,CO2-/Schadenssteuer
1,muenze,F000007,M000007,44.81658541280625,7,Münze erzeugt und bewertet
1,subvention,STAAT,F000008,0.007980632665768253,8,Subvention nach Münzkategorie
1,steuer,F000008,STAAT,0.03912206999497408,8,CO2-/Schadenssteuer
1,muenze,F000008,M000008,36.98807247464092,8,Münze erzeugt und bewertet
1,subvention,STAAT,F000009,0.03501805848515336,9,Subvention nach Münzkategorie
1,steuer,F000009,STAAT,0.008129136424010194,9,CO2-/Schadenssteuer
1,muenze,F000009,M000009,27.818124572430854,9,Münze erzeugt und bewertet
1,subvention,STAAT,F000010,0.019207330922545385,10,Subvention nach Münzkategorie
1,steuer,F000010,STAAT,0.02469804297966224,10,CO2-/Schadenssteuer
1,muenze,F000010,M000010,44.2734390386689,10,Münze erzeugt und bewertet
1,subvention,STAAT,F000011,0.02737610436230386,11,Subvention nach Münzkategorie
1,steuer,F000011,STAAT,0.029788054221589807,11,CO2-/Schadenssteuer
1,muenze,F000011,M000011,47.684947744469056,11,Münze erzeugt und bewertet
1,subvention,STAAT,F000012,0.04656647923931906,12,Subvention nach Münzkategorie
1,steuer,F000012,STAAT,0.007383397259531112,12,CO2-/Schadenssteuer
1,muenze,F000012,M000012,36.20946875707803,12,Münze erzeugt und bewertet
1,subvention,STAAT,F000013,0.12669599444769,13,Subvention nach Münzkategorie
1,steuer,F000013,STAAT,0.17200926036219796,13,CO2-/Schadenssteuer
1,muenze,F000013,M000013,56.38933462441146,13,Münze erzeugt und bewertet
1,subvention,STAAT,F000014,0.11428753049956351,14,Subvention nach Münzkategorie
1,steuer,F000014,STAAT,0.03619277067065413,14,CO2-/Schadenssteuer
1,muenze,F000014,M000014,54.23501213196946,14,Münze erzeugt und bewertet
1,lohn,F000015,H000037,33.922633274165996,15,Nettoarbeitslohn
1,steuer,H000037,STAAT,7.446431694329121,,Einkommensteuer
1,lohn,F000015,H000026,36.05852169959791,15,Nettoarbeitslohn
1,steuer,H000026,STAAT,7.915285251131249,,Einkommensteuer
1,lohn,F000015,H000025,39.50928405471424,15,Nettoarbeitslohn
1,steuer,H000025,STAAT,8.672769670547028,,Einkommensteuer
1,lohn,F000015,H000020,38.306164693489286,15,Nettoarbeitslohn
1,steuer,H000020,STAAT,8.408670298570819,,Einkommensteuer
1,lohn,F000015,H000019,34.609866341202626,15,Nettoarbeitslohn
1,steuer,H000019,STAAT,7.597287733434723,,Einkommensteuer
1,subvention,STAAT,F000015,0.660777069703976,15,Subvention nach Münzkategorie
1,steuer,F000015,STAAT,2.854738376933783,15,CO2-/Schadenssteuer
1,muenze,F000015,M000015,-73.46346934023268,15,Münze erzeugt und bewertet
1,subvention,STAAT,F000016,0.14870843279361465,16,Subvention nach Münzkategorie
1,muenze,F000016,M000016,49.04460755672503,16,Münze erzeugt und bewertet
1,subvention,STAAT,F000017,0.11922947322851542,17,Subvention nach Münzkategorie
1,steuer,F000017,STAAT,0.022329458290250955,17,CO2-/Schadenssteuer
1,muenze,F000017,M000017,62.18730632676504,17,Münze erzeugt und bewertet
1,lohn,F000018,H000039,32.92222800944174,18,Nettoarbeitslohn
1,steuer,H000039,STAAT,7.226830538657943,,Einkommensteuer
1,lohn,F000018,H000015,34.06617891676932,18,Nettoarbeitslohn
1,steuer,H000015,STAAT,7.4779417134371675,,Einkommensteuer
1,lohn,F000018,H000013,32.33229877245169,18,Nettoarbeitslohn
1,steuer,H000013,STAAT,7.097333876879639,,Einkommensteuer
1,lohn,F000018,H000011,43.271155255945146,18,Nettoarbeitslohn
1,steuer,H000011,STAAT,9.498546275695276,,Einkommensteuer
1,lohn,F000018,H000029,42.15568428332972,18,Nettoarbeitslohn
1,steuer,H000029,STAAT,9.253686793901647,,Einkommensteuer
1,lohn,F000018,H000036,43.59857054690847,18,Nettoarbeitslohn
1,steuer,H000036,STAAT,9.570417924931126,,Einkommensteuer
1,lohn,F000018,H000031,39.000943930225354,18,Nettoarbeitslohn
1,steuer,H000031,STAAT,8.561182813951907,,Einkommensteuer
1,lohn,F000018,H000012,32.362062499717965,18,Nettoarbeitslohn
1,steuer,H000012,STAAT,7.1038673779868695,,Einkommensteuer
1,lohn,F000018,H000023,35.77265290153733,18,Nettoarbeitslohn
1,steuer,H000023,STAAT,7.852533563752096,,Einkommensteuer
1,lohn,F000018,H000021,39.96886675930811,18,Nettoarbeitslohn
1,steuer,H000021,STAAT,8.773653678872513,,Einkommensteuer
1,lohn,F000018,H000005,31.220385799716162,18,Nettoarbeitslohn
1,steuer,H000005,STAAT,6.853255419449889,,Einkommensteuer
1,lohn,F000018,H000024,42.873082662696476,18,Nettoarbeitslohn
1,steuer,H000024,STAAT,9.411164486933373,,Einkommensteuer
1,lohn,F000018,H000040,39.49444238689799,18,Nettoarbeitslohn
1,steuer,H000040,STAAT,8.669511743465412,,Einkommensteuer
1,lohn,F000018,H000008,34.24569162450984,18,Nettoarbeitslohn
1,steuer,H000008,STAAT,7.517346941965573,,Einkommensteuer
1,lohn,F000018,H000014,43.41539642247556,18,Nettoarbeitslohn
1,steuer,H000014,STAAT,9.530208970787319,,Einkommensteuer
1,lohn,F000018,H000002,34.06063082357574,18,Nettoarbeitslohn
1,steuer,H000002,STAAT,7.476723839321504,,Einkommensteuer
1,subvention,STAAT,F000018,32.27742886706104,18,Subvention nach Münzkategorie
1,steuer,F000018,STAAT,5.002119458941972,18,CO2-/Schadenssteuer
1,muenze,F000018,M000018,-57.19189454571147,18,Münze erzeugt und bewertet
1,lohn,F000019,H000034,40.520691257645765,19,Nettoarbeitslohn
1,steuer,H000034,STAAT,8.894785885824678,,Einkommensteuer
1,lohn,F000019,H000001,40.07343267952786,19,Nettoarbeitslohn
1,steuer,H000001,STAAT,8.796607173554897,,Einkommensteuer
1,lohn,F000019,H000038,37.58652469087875,19,Nettoarbeitslohn
1,steuer,H000038,STAAT,8.250700541900214,,Einkommensteuer
1,lohn,F000019,H000018,35.99199772629818,19,Nettoarbeitslohn
1,steuer,H000018,STAAT,7.900682427723991,,Einkommensteuer
1,lohn,F000019,H000022,30.46914911322902,19,Nettoarbeitslohn
1,steuer,H000022,STAAT,6.6883498053429555,,Einkommensteuer
1,lohn,F000019,H000010,35.600282023262146,19,Nettoarbeitslohn
1,steuer,H000010,STAAT,7.814696053886812,,Einkommensteuer
1,lohn,F000019,H000028,38.555445253381095,19,Nettoarbeitslohn
1,steuer,H000028,STAAT,8.4633904214739,,Einkommensteuer
1,lohn,F000019,H000004,35.07420413662453,19,Nettoarbeitslohn
1,steuer,H000004,STAAT,7.699215542185872,,Einkommensteuer
1,lohn,F000019,H000030,38.484264759562095,19,Nettoarbeitslohn
1,steuer,H000030,STAAT,8.447765435025826,,Einkommensteuer
1,lohn,F000019,H000035,28.12075898943202,19,Nettoarbeitslohn
1,steuer,H000035,STAAT,6.172849534265565,,Einkommensteuer
1,lohn,F000019,H000016,34.04418418070544,19,Nettoarbeitslohn
1,steuer,H000016,STAAT,7.473113600642659,,Einkommensteuer
1,subvention,STAAT,F000019,9.732422263510792,19,Subvention nach Münzkategorie
1,steuer,F000019,STAAT,8.393056189824609,19,CO2-/Schadenssteuer
1,muenze,F000019,M000019,-270.15976693544104,19,Münze erzeugt und bewertet
1,staat_ausgabe,STAAT,OEFFENTLICH,1939.9408515259802,17,Bildung
1,staat_ausgabe,STAAT,OEFFENTLICH,2715.9171921363723,18,Gesundheit/Soziales
1,staat_ausgabe,STAAT,OEFFENTLICH,1939.9408515259802,13,Infrastruktur
1,staat_ausgabe,STAAT,OEFFENTLICH,1357.9585960681864,1,Commons/Forschung
1,staat_ausgabe,STAAT,OEFFENTLICH,969.9704257629901,7,Kultur
1,staat_ausgabe,STAAT,OEFFENTLICH,775.9763406103921,16,Regeneration
1,kauf,H000001,F000019,120.31806645105665,19,haushaltskonsum
1,steuer,H000001,STAAT,13.234987309616232,19,Umsatzsteuer
1,kauf,H000001,F000018,48.95579488233949,18,haushaltskonsum
1,steuer,H000001,STAAT,5.3851374370573435,18,Umsatzsteuer
1,kauf,H000001,F000013,18.574314921373404,13,haushaltskonsum
1,steuer,H000001,STAAT,2.0431746413510745,13,Umsatzsteuer
1,kauf,H000001,F000017,16.335592094025113,17,haushaltskonsum
1,steuer,H000001,STAAT,1.7969151303427624,17,Umsatzsteuer
1,kauf,H000001,F000008,10.526540437927856,8,haushaltskonsum
1,steuer,H000001,STAAT,1.1579194481720643,8,Umsatzsteuer
1,kauf,H000001,F000007,9.387110461933574,7,haushaltskonsum
1,steuer,H000001,STAAT,1.0325821508126931,7,Umsatzsteuer
1,kauf,H000001,F000016,6.130820374006545,16,haushaltskonsum
1,steuer,H000001,STAAT,0.6743902411407199,16,Umsatzsteuer
1,kauf,H000001,F000001,4.555320036468937,1,haushaltskonsum
1,steuer,H000001,STAAT,0.5010852040115831,1,Umsatzsteuer
1,kauf,H000001,F000006,4.2681235028855475,6,haushaltskonsum
1,steuer,H000001,STAAT,0.46949358531741026,6,Umsatzsteuer
1,kauf,H000001,F000010,3.749727639791207,10,haushaltskonsum
1,steuer,H000001,STAAT,0.4124700403770328,10,Umsatzsteuer
1,kauf,H000001,F000012,2.325166936449007,12,haushaltskonsum
1,steuer,H000001,STAAT,0.25576836300939076,12,Umsatzsteuer
1,kauf,H000001,F000009,1.7755050759899644,9,haushaltskonsum
1,steuer,H000001,STAAT,0.1953055583588961,9,Umsatzsteuer
1,kauf,H000002,F000019,178.6125411323565,19,haushaltskonsum
1,steuer,H000002,STAAT,19.647379524559216,19,Umsatzsteuer
1,kauf,H000002,F000018,63.82783041801061,18,haushaltskonsum
1,steuer,H000002,STAAT,7.021061345981168,18,Umsatzsteuer
1,kauf,H000002,F000017,44.550842034794776,17,haushaltskonsum
1,steuer,H000002,STAAT,4.900592623827426,17,Umsatzsteuer
1,kauf,H000002,F000013,24.94470412616581,13,haushaltskonsum
1,steuer,H000002,STAAT,2.743917453878239,13,Umsatzsteuer
1,kauf,H000002,F000007,17.293966133673734,7,haushaltskonsum
1,steuer,H000002,STAAT,1.9023362747041108,7,Umsatzsteuer
1,kauf,H000002,F000008,15.990457353525597,8,haushaltskonsum
1,steuer,H000002,STAAT,1.7589503088878158,8,Umsatzsteuer
1,kauf,H000002,F000016,9.085191181039146,16,haushaltskonsum
1,steuer,H000002,STAAT,0.9993710299143062,16,Umsatzsteuer
1,kauf,H000002,F000006,7.320020574170145,6,haushaltskonsum
1,steuer,H000002,STAAT,0.8052022631587159,6,Umsatzsteuer
1,kauf,H000002,F000010,5.772861485327432,10,haushaltskonsum
1,steuer,H000002,STAAT,0.6350147633860176,10,Umsatzsteuer
1,kauf,H000002,F000001,4.1704735177126,1,haushaltskonsum
1,steuer,H000002,STAAT,0.45875208694838604,1,Umsatzsteuer
1,kauf,H000002,F000012,3.49331884926406,12,haushaltskonsum
1,steuer,H000002,STAAT,0.3842650734190466,12,Umsatzsteuer
1,kauf,H000002,F000009,2.6692911273872535,9,haushaltskonsum
1,steuer,H000002,STAAT,0.2936220240125979,9,Umsatzsteuer
1,kauf,H000003,F000019,137.23893757483202,19,haushaltskonsum
1,steuer,H000003,STAAT,15.096283133231523,19,Umsatzsteuer
1,kauf,H000003,F000017,45.30965213515749,17,haushaltskonsum
1,steuer,H000003,STAAT,4.984061734867324,17,Umsatzsteuer
1,kauf,H000003,F000018,35.201541502966045,18,haushaltskonsum
1,steuer,H000003,STAAT,3.872169565326265,18,Umsatzsteuer
1,kauf,H000003,F000013,18.45901278465151,13,haushaltskonsum
1,steuer,H000003,STAAT,2.030491406311666,13,Umsatzsteuer
1,kauf,H000003,F000007,11.840251367953432,7,haushaltskonsum
1,steuer,H000003,STAAT,1.3024276504748775,7,Umsatzsteuer
1,kauf,H000003,F000008,11.238580281566604,8,haushaltskonsum
1,steuer,H000003,STAAT,1.2362438309723265,8,Umsatzsteuer
1,kauf,H000003,F000016,6.780777647331891,16,haushaltskonsum
1,steuer,H000003,STAAT,0.745885541206508,16,Umsatzsteuer
1,kauf,H000003,F000006,5.126881430059629,6,haushaltskonsum
1,steuer,H000003,STAAT,0.5639569573065591,6,Umsatzsteuer
1,kauf,H000003,F000010,4.316486235492352,10,haushaltskonsum
1,steuer,H000003,STAAT,0.4748134859041587,10,Umsatzsteuer
1,kauf,H000003,F000012,2.6786257754841,12,haushaltskonsum
1,steuer,H000003,STAAT,0.294648835303251,12,Umsatzsteuer
1,kauf,H000003,F000001,2.5134191618867336,1,haushaltskonsum
1,steuer,H000003,STAAT,0.2764761078075407,1,Umsatzsteuer
1,kauf,H000003,F000009,2.003593157562793,9,haushaltskonsum
1,steuer,H000003,STAAT,0.22039524733190724,9,Umsatzsteuer
1,kauf,H000004,F000019,231.35203389075212,19,haushaltskonsum
1,steuer,H000004,STAAT,25.448723727982735,19,Umsatzsteuer
1,kauf,H000004,F000017,67.18885968884446,17,haushaltskonsum
1,steuer,H000004,STAAT,7.39077456577289,17,Umsatzsteuer
1,kauf,H000004,F000018,52.87447065766274,18,haushaltskonsum
1,steuer,H000004,STAAT,5.8161917723429015,18,Umsatzsteuer
1,kauf,H000004,F000013,31.502832816640243,13,haushaltskonsum
1,steuer,H000004,STAAT,3.465311609830427,13,Umsatzsteuer
1,kauf,H000004,F000008,14.287601155544442,8,haushaltskonsum
1,steuer,H000004,STAAT,1.5716361271098886,8,Umsatzsteuer
1,kauf,H000004,F000016,12.533717507034254,16,haushaltskonsum
1,steuer,H000004,STAAT,1.378708925773768,16,Umsatzsteuer
1,kauf,H000004,F000007,10.38766386571585,7,haushaltskonsum
1,steuer,H000004,STAAT,1.1426430252287436,7,Umsatzsteuer
1,kauf,H000004,F000010,7.856396068654251,10,haushaltskonsum
1,steuer,H000004,STAAT,0.8642035675519677,10,Umsatzsteuer
1,kauf,H000004,F000006,5.707199995829674,6,haushaltskonsum
1,steuer,H000004,STAAT,0.6277919995412642,6,Umsatzsteuer
1,kauf,H000004,F000001,5.625370772108757,1,haushaltskonsum
1,steuer,H000004,STAAT,0.6187907849319633,1,Umsatzsteuer
1,kauf,H000004,F000012,4.579164467866286,12,haushaltskonsum
1,steuer,H000004,STAAT,0.5037080914652914,12,Umsatzsteuer
1,kauf,H000004,F000009,3.489180242759208,9,haushaltskonsum
1,steuer,H000004,STAAT,0.3838098267035129,9,Umsatzsteuer
1,kauf,H000005,F000019,68.24200266095637,19,haushaltskonsum
1,steuer,H000005,STAAT,7.506620292705201,19,Umsatzsteuer
1,kauf,H000005,F000017,21.66582328188759,17,haushaltskonsum
1,steuer,H000005,STAAT,2.383240561007635,17,Umsatzsteuer
1,kauf,H000005,F000018,16.31968193275778,18,haushaltskonsum
1,steuer,H000005,STAAT,1.795165012603356,18,Umsatzsteuer
1,kauf,H000005,F000013,9.31062927890325,13,haushaltskonsum
1,steuer,H000005,STAAT,1.0241692206793573,13,Umsatzsteuer
1,kauf,H000005,F000008,3.4895869706850764,8,haushaltskonsum
1,steuer,H000005,STAAT,0.3838545667753584,8,Umsatzsteuer
1,import,H000005,AUSLAND,1.4984785732609602,8,haushaltskonsum
1,zoll,H000005,STAAT,0.05876386561807688,8,Importzoll
1,kauf,H000005,F000007,4.3861031106365775,7,haushaltskonsum
1,steuer,H000005,STAAT,0.4824713421700235,7,Umsatzsteuer
1,kauf,H000005,F000016,3.4817112421734677,16,haushaltskonsum
1,steuer,H000005,STAAT,0.38298823663908144,16,Umsatzsteuer
1,kauf,H000005,F000010,2.2987228972910945,10,haushaltskonsum
1,steuer,H000005,STAAT,0.2528595187020204,10,Umsatzsteuer
1,kauf,H000005,F000006,2.0958435962884447,6,haushaltskonsum
1,steuer,H000005,STAAT,0.2305427955917289,6,Umsatzsteuer
1,kauf,H000005,F000001,1.445927073376696,1,haushaltskonsum
1,steuer,H000005,STAAT,0.15905197807143656,1,Umsatzsteuer
1,kauf,H000005,F000012,1.3417435180773807,12,haushaltskonsum
1,steuer,H000005,STAAT,0.14759178698851189,12,Umsatzsteuer
1,kauf,H000005,F000009,1.0236975964815862,9,haushaltskonsum
1,steuer,H000005,STAAT,0.11260673561297448,9,Umsatzsteuer
1,kauf,H000006,F000019,50.91339183557855,19,haushaltskonsum
1,steuer,H000006,STAAT,5.60047310191364,19,Umsatzsteuer
1,import,H000006,AUSLAND,182.26071581121602,19,haushaltskonsum
1,zoll,H000006,STAAT,7.147479051420236,19,Importzoll
1,kauf,H000006,F000018,70.87324076066547,18,haushaltskonsum
1,steuer,H000006,STAAT,7.796056483673201,18,Umsatzsteuer
1,kauf,H000006,F000017,56.70274202918224,17,haushaltskonsum
1,steuer,H000006,STAAT,6.237301623210047,17,Umsatzsteuer
1,kauf,H000006,F000013,32.39563621804009,13,haushaltskonsum
1,steuer,H000006,STAAT,3.56351998398441,13,Umsatzsteuer
1,kauf,H000006,F000007,23.02058078370624,7,haushaltskonsum
1,steuer,H000006,STAAT,2.5322638862076863,7,Umsatzsteuer
1,import,H000006,AUSLAND,19.00126991885701,8,haushaltskonsum
1,zoll,H000006,STAAT,0.7451478399551769,8,Importzoll
1,kauf,H000006,F000016,11.847874889495374,16,haushaltskonsum
1,steuer,H000006,STAAT,1.3032662378444912,16,Umsatzsteuer
1,kauf,H000006,F000006,9.751332547713968,6,haushaltskonsum
1,steuer,H000006,STAAT,1.0726465802485365,6,Umsatzsteuer
1,kauf,H000006,F000010,7.507466747710443,10,haushaltskonsum
1,steuer,H000006,STAAT,0.8258213422481487,10,Umsatzsteuer
1,kauf,H000006,F000001,5.573674929724852,1,haushaltskonsum
1,steuer,H000006,STAAT,0.6131042422697337,1,Umsatzsteuer
1,kauf,H000006,F000012,4.534312679480374,12,haushaltskonsum
1,steuer,H000006,STAAT,0.49877439474284113,12,Umsatzsteuer
1,kauf,H000006,F000009,3.463260934577334,9,haushaltskonsum
1,steuer,H000006,STAAT,0.38095870280350674,9,Umsatzsteuer
1,import,H000007,AUSLAND,51.48852004649945,19,haushaltskonsum
1,zoll,H000007,STAAT,2.0191576488823317,19,Importzoll
1,kauf,H000007,F000018,17.858454649658054,18,haushaltskonsum
1,steuer,H000007,STAAT,1.9644300114623858,18,Umsatzsteuer
1,kauf,H000007,F000017,9.998256957051792,17,haushaltskonsum
1,steuer,H000007,STAAT,1.099808265275697,17,Umsatzsteuer
1,kauf,H000007,F000013,7.443109246766137,13,haushaltskonsum
1,steuer,H000007,STAAT,0.8187420171442751,13,Umsatzsteuer
1,import,H000007,AUSLAND,4.189698619082241,8,haushaltskonsum
1,zoll,H000007,STAAT,0.16430190663067618,8,Importzoll
1,kauf,H000007,F000007,4.169163348263952,7,haushaltskonsum
1,steuer,H000007,STAAT,0.4586079683090347,7,Umsatzsteuer
1,kauf,H000007,F000016,2.747292128721418,16,haushaltskonsum
1,steuer,H000007,STAAT,0.302202134159356,16,Umsatzsteuer
1,kauf,H000007,F000006,1.9685108553290145,6,haushaltskonsum
1,steuer,H000007,STAAT,0.2165361940861916,6,Umsatzsteuer
1,kauf,H000007,F000010,1.7428152985788918,10,haushaltskonsum
1,steuer,H000007,STAAT,0.1917096828436781,10,Umsatzsteuer
1,kauf,H000007,F000001,1.6603134802175878,1,haushaltskonsum
1,steuer,H000007,STAAT,0.18263448282393466,1,Umsatzsteuer
1,kauf,H000007,F000012,1.0408086777758685,12,haushaltskonsum
1,steuer,H000007,STAAT,0.11448895455534554,12,Umsatzsteuer
1,kauf,H000007,F000009,0.7940668855922833,9,haushaltskonsum
1,steuer,H000007,STAAT,0.08734735741515116,9,Umsatzsteuer
1,import,H000008,AUSLAND,223.7199468275823,19,haushaltskonsum
1,zoll,H000008,STAAT,8.773331248140483,19,Importzoll
1,kauf,H000008,F000018,86.34671972907024,18,haushaltskonsum
1,steuer,H000008,STAAT,9.498139170197726,18,Umsatzsteuer
1,kauf,H000008,F000017,62.23555847149195,17,haushaltskonsum
1,steuer,H000008,STAAT,6.845911431864114,17,Umsatzsteuer
1,kauf,H000008,F000013,30.631781790128198,13,haushaltskonsum
1,steuer,H000008,STAAT,3.3694959969141016,13,Umsatzsteuer
1,kauf,H000008,F000007,23.224707776494903,7,haushaltskonsum
1,steuer,H000008,STAAT,2.5547178554144394,7,Umsatzsteuer
1,import,H000008,AUSLAND,18.879822124742365,8,haushaltskonsum
1,zoll,H000008,STAAT,0.7403851813624457,8,Importzoll
1,kauf,H000008,F000016,11.271899943812166,16,haushaltskonsum
1,steuer,H000008,STAAT,1.2399089938193382,16,Umsatzsteuer
1,kauf,H000008,F000006,9.771139901907663,6,haushaltskonsum
1,steuer,H000008,STAAT,1.074825389209843,6,Umsatzsteuer
1,kauf,H000008,F000010,7.163042925405301,10,haushaltskonsum
1,steuer,H000008,STAAT,0.7879347217945831,10,Umsatzsteuer
1,kauf,H000008,F000012,4.4516328859669505,12,haushaltskonsum
1,steuer,H000008,STAAT,0.48967961745636457,12,Umsatzsteuer
1,kauf,H000008,F000001,4.196357175863886,1,haushaltskonsum
1,steuer,H000008,STAAT,0.4615992893450275,1,Umsatzsteuer
1,kauf,H000008,F000009,3.3356436904586344,9,haushaltskonsum
1,steuer,H000008,STAAT,0.3669208059504498,9,Umsatzsteuer
1,import,H000009,AUSLAND,27.437788075671495,19,haushaltskonsum
1,zoll,H000009,STAAT,1.0759916892420196,19,Importzoll
1,kauf,H000009,F000018,10.37318534011447,18,haushaltskonsum
1,steuer,H000009,STAAT,1.1410503874125917,18,Umsatzsteuer
1,kauf,H000009,F000017,4.693636943171913,17,haushaltskonsum
1,steuer,H000009,STAAT,0.5163000637489104,17,Umsatzsteuer
1,kauf,H000009,F000013,3.7069497250559693,13,haushaltskonsum
