day,price_index,basic_price_index,broad_money,net_money,total_liability,created_today,destroyed_today,liability_today,events_today,tx_volume_today,unemployment,avg_health,avg_stress,avg_trust,avg_reputation,gini_positive_money,food_stock_ratio,water_stock_ratio,energy_stock_ratio,oxygen_stock_ratio,spares_stock_ratio,media_truth_index,media_manipulation_index,station_safety,orbit_debris_risk,appeals_granted_total,events_disputed_total,lambda_food,lambda_media,lambda_space
51,508.51789458848265,628.1444577032361,9241377.457257112,9241293.154208073,84.30304903912354,4755.37483407864,3357.991212238727,7.789993794362919,1712,3601.556013409949,0.34797297297297297,0.4836963069429282,0.8588575371670865,0.9744071017075463,0.6546249496116937,0.2302910670606808,0.0,0.0,0.0,1.083739624323392,0.0,0.8578457485015416,0.09509431208415853,0.6470826780154825,0.018153005754858998,517,892,8.536473151386362,6.739989112636182,13.196191158955694
52,509.3310108043318,628.1532020624613,9242492.96740403,9242400.889711548,92.0776924812357,4519.731201223069,3404.221054307715,7.774643442112164,1668,3339.405043739241,0.34797297297297297,0.44516181377369174,0.8827954954562948,0.9769845530864009,0.65479990689003,0.2323507233941926,0.0,0.0,0.0,1.0676474294695981,0.0,0.8222530242082362,0.11649150057045822,0.6395291755900075,0.016066470421670552,529,912,8.501507757358283,6.659109243284547,13.168215233698708
53,510.2637533612436,628.161815256298,9243497.331916884,9243401.205017708,96.1268991739286,4384.662678685526,3380.298165828099,4.049206692692905,1679,3300.7271342830577,0.34797297297297297,0.40676861575330503,0.9033887447262338,0.9792908665464906,0.6549373015203908,0.23436038383119184,0.0,0.0,0.0,1.051716156564342,0.0,0.885824544295679,0.08038325531311658,0.6318301350224516,0.014780398120875515,541,941,8.466685581584144,6.579199932365133,13.140298617403268
54,511.13148964500095,628.1702992522272,9244341.116044274,9244236.2714569,104.84458737362993,4161.490249944702,3317.7061225577077,8.717688199701316,1661,3158.6227077520857,0.34797297297297297,0.3681648635792828,0.9215182320298064,0.9815392620452952,0.6550105926163914,0.23683059068063317,0.0,0.0,0.0,1.0359441963881386,0.0,0.8753589986081628,0.12884324862428065,0.6337762209198793,0.012260844382005701,551,963,8.432006037441976,6.500249533176751,13.112441184334372
55,512.0305903769622,628.1786559882175,9245204.981567485,9245091.328117933,113.65344955201371,4154.676863024468,3290.811339810725,8.808862178383789,1657,3007.034188916017,0.34797297297297297,0.3297476687966872,0.9368086319408928,0.9835665475955119,0.6551036959068648,0.2390476064476157,0.0,0.0,0.0,1.0203299558136971,0.0,0.8437978722463243,0.07840374739916206,0.6354127349300911,0.010651057308214279,567,991,8.397468540712614,6.42224653877863,13.084642809023583
56,513.1511508213564,628.186887373168,9246527.944502015,9246403.81676092,124.12774109366438,4119.554612237113,3316.337692337103,10.474291541650665,1667,3737.830630262381,0.34797297297297297,0.2914223082889495,0.9515514372711522,0.9846906852551335,0.6551624569081821,0.24045943695409355,0.0,0.0,0.0,1.004871857645,0.0,0.8489477870496466,0.16131162181049094,0.6331527250984763,0.02396330503924471,579,1015,8.363072509569855,6.345179580313286,13.056903366268452
57,514.3013794169709,628.1949952873442,9247178.525915937,9247042.057557033,136.46835890404242,3993.462205476565,3342.8807915521234,12.340617810378049,1688,3082.1782369680873,0.34797297297297297,0.25312960266449963,0.962855902719707,0.9865725153246637,0.6551619911815663,0.24266052416093498,0.0,0.0,0.0,0.98956834045799,0.0,0.8595239355554616,0.12084162654037127,0.6316959593398775,0.02233729983664111,585,1030,8.328817364570657,6.269037425349527,13.029222731131963
58,515.2831258922565,628.2029815828078,9248035.54334296,9247891.247494297,144.2958486601528,4147.071135302174,3290.0537082824267,7.827489756110375,1684,3124.216146559059,0.34915254237288135,0.215609816009938,0.9724349496277677,0.9880415326898856,0.6553176882592755,0.24540719584260384,0.0,0.0,0.0,0.9744178584428502,0.0,0.8697132380588943,0.14400912705159985,0.6286389237692993,0.019800574776357452,594,1043,8.294702528645375,6.193808976245332,13.001600778941963
59,516.6804165164838,628.2108480838394,9248819.128925756,9248663.99963814,155.12928761611732,4075.5632331035536,3291.9776503066205,10.8334389559645,1713,3423.270035606611,0.34915254237288135,0.17716852862042726,0.9794691000589941,0.9895675394132663,0.6553626540549304,0.24754682887129498,0.0,0.0,0.0,0.9594188812478617,0.0,0.8904794774597389,0.1204548131523583,0.630888552469879,0.017703448504940433,606,1066,8.260727427088044,6.119483268530388,12.974037385290606
60,518.4314783204064,628.2185965873554,9249657.000712197,9249486.22401369,170.7766985059255,4099.996791091453,3262.1250046465548,15.6474108898082,1729,3119.7236358599494,0.34915254237288135,0.13908159058929587,0.9855606675352332,0.9913187481097053,0.6554357182854078,0.24996735881415377,0.0,0.0,0.0,0.944569893824823,0.0,0.8942484641804886,0.10837147606543712,0.6337322025990408,0.01542045636522493,612,1084,8.226891487546693,6.046049469308024,12.946532426033789
61,520.0276656781325,628.2262288633187,9250519.658877887,9250336.686537776,182.97234011146287,4108.114221087357,3245.456055395559,12.19564160553735,1726,3247.011671156481,0.34915254237288135,0.10089229643126078,0.9898670425081663,0.9926729561963141,0.6555265313115484,0.25195180808118,0.0,0.0,0.0,0.9298693962760147,0.0,0.8861496094670185,0.1240449191652497,0.6366944278821933,0.01303995224033432,621,1104,8.193194140013702,5.973496875676327,12.919085777290597
62,522.2079005712038,628.2337466551426,9251323.374667423,9251125.175777042,198.19889038048788,3995.470599388762,3191.754809857932,15.226550269025024,1707,3295.9285198867988,0.34915254237288135,0.06306153030571071,0.9934186007927923,0.9938289625704423,0.655586767296085,0.2540106909978379,0.0,0.0,0.0,0.9153159037026944,0.0,0.8481587047876925,0.12310310872762015,0.6364752739785322,0.011533468317081188,634,1123,8.159634816816206,5.901814913168211,12.891697315442741
63,524.5396779188546,628.2411516800893,9252471.696526768,9252258.525589226,213.17093754189725,3747.4540184466646,3141.9247787222607,14.972047161409348,1705,6803.577984997115,0.34915254237288135,0.03508375517457634,0.9953561896349103,0.9947020443897671,0.6555770832530283,0.25536714953489814,0.0,0.0,0.0,0.9009079460551075,0.0,0.8542704377820689,0.10882490963410148,0.6359775204228227,0.010116469137193197,646,1140,8.126212952606528,5.830993134210193,12.864366917134001
64,525.8323886418567,628.2484456296617,9253081.575339314,9252848.98677344,232.58856587329632,3770.087969906889,3160.209157362048,19.4176283313991,1737,2958.470240396029,0.3469387755102041,0.024380542616863652,0.9968133635728312,0.9955401155539458,0.6558272221305946,0.25725233070929887,0.0,0.0,0.0,0.8866440679839963,0.0,0.8808262807003104,0.11397200030708099,0.6333892445868174,0.008081182084522062,659,1163,8.092927984352652,5.76102121659967,12.837094459269677
65,527.0109071729917,628.2556301699904,9252611.803068299,9252360.791493434,251.01157486427357,2937.4215078322127,3407.1937788487894,18.423008990977234,1699,2929.1855280300483,0.3458904109589041,0.02246969009161574,0.9981532263886975,0.9948176341814691,0.6554960124596637,0.2585002200365891,0.0,0.0,0.0,0.8725228286935964,0.0,0.42042720682339124,0.16453716479432365,0.6304478553723415,0.006909533617063101,670,1185,8.059779351328743,5.6918889620004745,12.809879819016025
66,528.5041482045741,628.2627069422143,9253235.946387181,9252971.971298331,263.97508884836043,3750.541519708826,3126.398200830862,12.963513984086886,1699,2999.2428968923696,0.3436426116838488,0.02240805666770586,0.9987449011182735,0.9960072267912089,0.6554243111566849,0.26029244805231144,0.0,0.0,0.0,0.8585428017961003,0.0,0.8954372208165419,0.09749282021215444,0.6274028906786863,0.004884088393740182,687,1212,8.0267664951057,5.6235862944564685,12.782722873799711
67,530.4563730327669,628.2696775628548,9253791.620150141,9253503.70299419,287.91715595124407,3661.6876615107194,3106.013898544821,23.942067102883602,1719,3101.7480517824747,0.3436426116838488,0.022456284917278527,0.999141385156275,0.9967544095360986,0.6553819502166742,0.262368045471848,0.0,0.0,0.0,0.8447025751675793,0.0,0.8768862333608376,0.12743717310320357,0.6227309751776382,0.0024869669456190338,697,1232,7.993888859541748,5.556103258922991,12.755623501307257
68,532.3226660313939,628.2765436241856,9253743.019223293,9253438.187449934,304.8317733584435,3226.373842872391,3274.9747697223424,16.91461740719947,1714,3036.5682601515246,0.3391003460207612,0.02260334553485803,0.9993668991178082,0.9963730546988158,0.654932422826688,0.2648871751476407,0.0,0.0,0.0,0.8310007508053434,0.0,0.6115274231507143,0.15882295678744524,0.6168234936594795,0.0,711,1256,7.961145890773065,5.489430019815915,12.728581579484485
69,535.2172778069756,628.2833066945966,9254281.06248208,9253948.401441699,332.6610403815068,3579.045855810828,3041.002597024055,27.829267023063288,1696,3177.8458349972702,0.3368055555555556,0.02244939057999041,0.9995236010694235,0.9970652883756252,0.6549416226255691,0.2669558193199051,0.0,0.0,0.0,0.81743594468673,0.0,0.8105538483084085,0.1495450697539633,0.6126524147009602,0.012817351563524048,724,1281,7.928537037204459,5.423556859578124,12.701596986535979
70,538.2861280179847,628.2899683189513,9255413.438449599,9255052.96952639,360.468923209896,3582.922281802758,3002.304801869123,27.80788282838919,1688,3792.6959603361347,0.3368421052631579,0.0225824115925468,0.9990981437667459,0.9979841258349783,0.6557013198125773,0.2680986602754303,0.0,0.0,0.0,0.8040067866293027,0.0,0.8200797622637199,0.12105088897009081,0.6069615715925584,0.011402807420575242,737,1307,7.896061749500069,5.3584741772631865,12.674669600924522
71,538.4872929648076,628.2965300189408,9255996.739461156,9255574.022050204,422.7174109516668,3432.424053696022,2849.1230421390596,62.248487741770866,1633,2835.998225227884,0.3345070422535211,0.022569130224225555,0.9995492634271759,0.9982167042717537,0.6561335122925822,0.2709699433776176,0.0,0.0,0.0,0.7907119201524496,0.0,0.8997020853336929,0.1199571726680504,0.6039306721173252,0.009024899828868477,749,1327,7.863719480574116,5.294172487136028,12.647799301370561
72,538.7335792506491,628.3029932934303,9256592.203563187,9256102.301889516,489.90167367107404,3505.856949732006,2910.3928477042036,67.18426271940706,1676,2770.6880061358293,0.3345070422535211,0.022582407923468984,0.9991996438007509,0.998467385813946,0.6561326341139766,0.2730617863567557,0.0,0.0,0.0,0.7775500023403651,0.0,0.8438451404715033,0.08732663206299228,0.6015603304033521,0.006539777316572456,756,1340,7.831509685581684,5.230642417290396,12.620985966851656
73,538.9605617499227,628.3093596188025,9257174.860764284,9256612.69366728,562.1670970041214,3472.7057686058206,2890.0485675059253,72.26542333304744,1652,3105.08019910111,0.3321554770318021,0.02252180200112961,0.9995428324016714,0.9985132148626429,0.6563814152211026,0.273762185221899,0.0,0.0,0.0,0.7645197037064014,0.0,0.8700916054089524,0.15431121876260895,0.6017983318239406,0.004724101474347543,765,1360,7.799431821909542,5.167874708282911,12.59422947660193
74,539.1705482233184,628.3156304492943,9257744.801231707,9257116.059550406,628.741681301413,3407.6289952206935,2837.6885277980728,66.57458429729155,1681,3184.7291403463723,0.3321554770318021,0.02293983047648306,0.9996325378064355,0.9988264333118434,0.6563561496186979,0.2759133381439962,0.0,0.0,0.0,0.7516197080587773,0.0,0.8469317990614589,0.12680243410365022,0.6106011377351792,0.0037724500706301186,785,1385,7.767485349167001,5.105860211783516,12.567529710111533
75,539.4429099395428,628.3218072173286,9258237.676143859,9257542.870907718,694.805236139312,3305.3775655004433,2812.502653348475,66.0635548378989,1639,4823.963869480844,0.3321554770318021,0.02265115937581783,0.9993072599634759,0.998957715334906,0.6563160785947605,0.27803773035456913,0.0,0.0,0.0,0.7388487123676295,0.0,0.8548850395056279,0.105527128049005,0.6166225623448734,0.0022121811273855363,800,1412,7.735669729176813,5.044589889242114,12.540886547126096
76,539.7652004302804,628.3278913338423,9258992.033815779,9258235.503251055,756.5305647227144,3434.413974297382,2680.056302376931,61.72532858340236,1609,2733.040100953848,0.3321554770318021,0.02267445975830952,0.9994082086357398,0.999140648448431,0.6563974349794457,0.27997599003036044,0.0,0.0,0.0,0.7267118404133412,0.0,0.8683192600624344,0.13605013730537266,0.6265519695642406,0.0,812,1437,7.703984425966104,4.984054810571209,12.514299867646189
77,540.1698130647546,628.3338841886084,9259875.521968573,9259075.206403852,800.3155647227143,3052.145944467931,2741.3214450823334,43.785,1574,2402.9926994327343,0.3274021352313167,0.022514503014524956,0.999390944066494,0.9993473752725784,0.6570999448871158,0.27981681698711625,0.0,0.0,0.0,0.7194447220092078,0.0,0.8551973779318095,0.12251898824665654,0.6321090902304471,0.0,821,1457,7.672428905757347,4.924246152844354,12.48776955192678
78,540.4806978004046,628.3397871505531,9260186.213746559,9259342.113181837,844.1005647227144,3069.358279857436,2758.6665018732056,43.785,1576,5427.898585377124,0.325,0.02247781480048646,0.9993553171809963,0.9994588300296665,0.6574076369348744,0.2816137898180424,0.0,0.0,0.0,0.7122502747891157,0.0,0.85310257439137,0.14827709233609884,0.6441935241561068,0.0,827,1470,7.6410026369593655,4.865155199010222,12.461295480476695
79,540.8007302299219,628.3456015680683,9260566.824034525,9259678.938469801,887.8855647227144,3074.781864318564,2694.171576350791,43.785,1581,1973.4126502261308,0.325,0.022831781329380095,0.9991356814509981,0.9995559140100994,0.6573758585652462,0.2827498627554972,0.0,0.0,0.0,0.7051277720412247,0.0,0.8655181394066163,0.10366019630454763,0.654507989269909,0.0,839,1490,7.609705090158379,4.8067733366221,12.434877534058083
80,541.2566845637836,628.351328769321,9260409.107683092,9259477.437118368,931.6705647227143,2604.2020213777623,2761.918372814753,43.785,1573,1835.7626255868272,0.325,0.022528621218399176,0.9994357765196643,0.999116781285871,0.6571162349990606,0.2843463193749489,0.0,0.0,0.0,0.6980764943208124,0.0,0.6056402741663186,0.1711846833435141,0.6590078436002524,0.0,852,1515,7.578535738109091,4.749092056582635,12.40851559368588
81,541.6818692991851,628.3569700625549,9260820.066425929,9259844.610861206,975.4555647227145,3081.147843044329,2670.1891002073735,43.785,1579,3938.8674031084656,0.3237410071942446,0.022598503969557347,0.9994034764326747,0.9994961981605412,0.6572697251466654,0.28698217213441435,0.0,0.0,0.0,0.6910957293776042,0.0,0.899394399024836,0.0950287377642936,0.6611463689551773,0.0,864,1535,7.547494055725796,4.692102951903643,12.382209540627267
82,542.1106597697137,628.3625267363902,9261200.59123305,9260225.135668328,975.4555647227145,3037.5442002999803,2657.01939317621,0.0,1567,2232.553922566332,0.3237410071942446,0.02276999880389508,0.9991147089848166,0.9996416026721019,0.6572329538233087,0.287955960951203,0.0,0.0,0.0,0.6841847720838282,0.0,0.8926988385311678,0.10752129967009334,0.6709921844857506,0.0,872,1554,7.5165795200735435,4.635797716480799,12.355959256401137
83,542.4726481803143,628.3680000601182,9261402.492946535,9260426.814290294,975.6786562405397,2876.288360020893,2674.3866465374035,0.2230915178252082,1538,2126.4563768576613,0.3236363636363636,0.022699247630601,0.9996139333727248,0.99973521782002,0.6579388928416205,0.2888240480577482,0.0,0.0,0.0,0.6773429243629898,0.0,0.8587770190725108,0.11690541057555273,0.6787355023495979,0.0,877,1571,7.485791610359322,4.5801681438830295,12.329764622777567
84,542.9645230541781,628.37339128399,9262271.14582605,9261273.41465121,997.7311748403358,2928.2692926856416,2612.869531966683,22.052518599796123,1545,2702.187810760401,0.32116788321167883,0.022828882702979603,0.9994217792254827,0.9998153273784038,0.6586748983435987,0.28749421456658975,0.0,0.0,0.0,0.6705694951193599,0.0,0.8358361069849054,0.16143292402932521,0.679502892622964,0.014385972628584065,887,1586,7.45512980792329,4.525206126156433,12.303625521777278
85,543.3817135959655,628.3787016395039,9262569.497306298,9261532.523604114,1036.9737021814897,2880.190334987707,2581.8388547395334,39.24252734115391,1525,1949.5947916229422,0.32116788321167883,0.022834449540289774,0.9992610474013085,0.9998875837281256,0.6586163514962741,0.28830193612711796,0.0,0.0,0.0,0.6638638001681664,0.0,0.8791286677151847,0.10490219205088852,0.680864168319613,0.012832061179837585,896,1599,7.424593596230037,4.470903652642556,12.27754183567111
86,543.9842425897536,628.3839323396851,9262881.698358377,9261800.85822496,1080.8401334157752,2860.5434135246014,2548.3423614440835,43.86643123428548,1537,4410.069807953043,0.32116788321167883,0.022788596072162222,0.9994421832683137,0.9999408521411792,0.6585612741788027,0.2890611551142839,0.0,0.0,0.0,0.6572251621664847,0.0,0.8783611404611951,0.08490277363201987,0.6813231881272879,0.0117020036359693,907,1621,7.394182460859878,4.417252808810845,12.251513446979487
87,544.3105433838695,628.3890845793635,9262665.183109576,9261582.124522243,1083.0585873333368,2398.9117234375303,2615.4269722397494,2.2184539175616873,1471,2033.8261085429529,0.3173431734317343,0.02269076746882303,0.9996269458461149,0.9996298139553558,0.6557517098569623,0.29071529642406757,0.0,0.0,0.0,0.6506529105448199,0.0,0.619585699544237,0.18667572039232846,0.6799819831445247,0.0096551591905581,918,1641,7.3638958895001965,4.364245775105116,12.225540238471892
88,544.8523221103615,628.3941595354468,9262833.330454813,9261748.32800382,1085.0024509941647,2698.66006025316,2530.512715014456,1.9438636608279238,1476,2010.3534036911758,0.31226765799256506,0.02251999753797762,0.9996452882292861,0.9999452768182893,0.6557802206547673,0.29292292371330797,0.0,0.0,0.0,0.6441463814393716,0.0,0.8452669618167246,0.12286349542165279,0.6805259512046081,0.007893947965747454,927,1657,7.333733371936804,4.311874825803854,12.199622093166331
89,545.3771137169725,628.3991583671889,9263159.044724097,9262074.042273104,1085.0024509941647,2823.2997732840163,2497.5855039980793,0.0,1513,2217.301167646548,0.30970149253731344,0.022858370834441158,0.9989358246081045,0.9999797554860324,0.6552934835288753,0.29214389521502393,0.0,0.0,0.0,0.6377049176249779,0.0,0.9094562228765226,0.10777000684348294,0.676985600108323,0.0068663528681753684,935,1670,7.30369440004535,4.260132327894208,12.173758894328818
90,545.4688774428383,628.4040822164546,9263349.203538582,9262264.201087587,1085.0024509941647,2669.19057855731,2479.0317640752446,0.0,1499,2151.338899296706,0.30451127819548873,0.022762450138579426,0.9994727957205838,0.9999981968063187,0.6555594927694316,0.2908461564456488,0.0,0.0,0.0,0.6313278684487282,0.0,0.7885743024846378,0.15673915598245078,0.6742238446599659,0.01945940970408614,944,1684,7.273778467782764,4.209010739959478,12.147950525472842
91,545.442481202585,628.4089322079816,9264128.88807312,9263043.885622125,1085.0024509941647,2682.978314932929,2414.007110822509,0.0,1472,2673.949344316305,0.30566037735849055,0.022811351148568516,0.9994092066425095,1.0,0.6560986891545361,0.2914113338890536,0.0,0.0,0.0,0.625014589764241,0.0,0.8893717420687438,0.1017173875781068,0.679323401466512,0.018702342458190895,953,1699,7.2439850711787255,4.158502611079964,12.12219687035884
92,545.5074792414285,628.4137094496355,9264344.312408453,9263259.30995746,1085.0024509941647,2602.767272808944,2387.3429374765255,0.0,1453,2098.5908931678387,0.30038022813688214,0.02263083718057106,0.999490850392428,1.0,0.6568316082572555,0.2921768714219046,0.0,0.0,0.0,0.6187644438665985,0.0,0.8839689286561847,0.08528547215267676,0.6799794158439207,0.015718929163242006,965,1715,7.214313708327177,4.108600579747004,12.096497812993679
93,545.5740231535278,628.4184150326647,9264060.9974931,9262975.58993708,1085.4075560208628,2261.715065272352,2545.029980623186,0.405105026697961,1475,2175.350898273656,0.2950191570881226,0.022748743133234516,0.9996158088571516,0.9983655357981917,0.6567205938343832,0.29363507883873563,0.0,0.0,0.0,0.6125767994279325,0.0,0.5179732779384758,0.20139089352143633,0.6812804591727532,0.012900233298431794,977,1738,7.184763879377869,4.0592973727900405,12.070853237630132
94,545.5883854918724,628.4230500319484,9264290.393883595,9263202.213156393,1088.1807272023877,2617.461536777084,2388.065146285179,2.7731711815248348,1512,2113.8443703339804,0.2950191570881226,0.022815762052324332,0.9991644164489416,0.9996426195885028,0.6566351755614537,0.2943272684413536,0.0,0.0,0.0,0.6064510314336532,0.0,0.815235797056141,0.09892995041971586,0.6823614831570505,0.01172251822956139,987,1761,7.155335086527938,4.01058580431656,12.045263028766355
95,545.7065075380239,628.427615506243,9264432.222223597,9263343.488008684,1088.734214913125,2498.9040222915155,2357.075682291971,0.5534877107374552,1463,2235.0100333712094,0.2840466926070039,0.02290017839962723,0.9994644487219565,0.9998081111928293,0.656426238238028,0.2938679941619442,0.0,0.0,0.0,0.6003865211193167,0.0,0.7771023415909879,0.17149243651898163,0.6813535619699269,0.025028250084555604,999,1786,7.126026834013519,3.962458774664761,12.01972707114537
96,545.7195401614811,628.4321124984228,9264690.908486573,9263600.08743172,1090.8210548527193,2604.516359413016,2345.830096434074,2.0868399395942188,1452,4656.15705347979,0.2795275590551181,0.0227793951270063,0.9994712704172107,0.9999503865848401,0.6561650432873093,0.29451604410197985,0.0,0.0,0.0,0.5943826559081234,0.0,0.8805028311967216,0.09605208036396388,0.6804173617531142,0.022915769568546632,1003,1797,7.0968386281014,3.914909269368784,11.994245249754542
97,545.7354318425618,628.4365420357203,9264778.335165614,9263687.514110763,1090.8210548527193,2419.675783782465,2332.2491047440312,0.0,1440,1975.5217807036267,0.2795275590551181,0.02298887974507941,0.9995671785287717,0.9999978735720484,0.6560135142334135,0.295207964989467,0.0,0.0,0.0,0.5884388293490422,0.0,0.8458595158436998,0.07982927933927154,0.6786996295431565,0.02130512939921841,1009,1812,7.0677699770806965,3.8679303581363587,11.968817449825062
98,545.7772057982792,628.4409051299582,9265442.945433311,9264350.45521457,1092.4902187436694,2426.2207029988776,2250.1329665008143,1.669163890950029,1404,2441.2060632638354,0.2766798418972332,0.022706812380587027,0.9993432902945965,1.0,0.6556773832062442,0.29610210458591424,0.0,0.0,0.0,0.5825544410555518,0.0,0.8608048325600565,0.09857396890435147,0.6742293961644737,0.019666712520471658,1016,1827,7.038820391254574,3.821515193838722,11.943443556831433
99,545.764188206497,628.4452027777825,9265634.106139231,9264541.526782688,1092.5793565439983,2424.06698508399,2232.9062791614406,0.08913780032905594,1424,1923.3016558004767,0.2749003984063745,0.022880546703336863,0.999097368318913,1.0,0.6553576914652102,0.29853323920597097,0.0,0.0,0.0,0.5767288966449963,0.0,0.8457020274056453,0.09358577745703428,0.6707590374616685,0.01851909604727622,1026,1839,7.0099893829319955,3.7756570115126573,11.91812345649095
100,545.8078636405287,628.4494359608896,9265853.294694882,9264759.758464377,1093.5362305045476,2468.237554448466,2249.048998797284,0.9568739605490824,1404,4306.917097916213,0.272,0.02275964603237715,0.999565358803044,1.0,0.6546709298393699,0.3000674927386515,0.0,0.0,0.0,0.5709616076785463,0.0,0.8637534529014963,0.13811106116283672,0.6686256496810987,0.03178030212063318,1029,1850,6.981276466419506,3.7303491273745055,11.892857034763189
101,545.8489548524786,628.4536056462499,9265967.824470391,9264873.436354825,1094.3881155641195,2294.5768730294653,2180.0470975238645,0.8518850595719627,1390,1855.5018622545736,0.26907630522088355,0.0227696832056756,0.9995379395451675,1.0,0.6538448037830263,0.2998591058835207,0.0,0.0,0.0,0.5652519916017609,0.0,0.8621653658462409,0.11320554414565304,0.6632683542854654,0.0298637768256741,1041,1872,6.952681158013052,3.6855849378460115,11.867644177849492
102,545.9018394783345,628.4577127863298,9266061.35532622,9264963.140546758,1098.2147794645111,2265.0883690269056,2171.5575131957503,3.826663900391691,1397,3799.3804247371863,0.26907630522088355,0.022914547596557807,0.9995748768977688,1.0,0.653700384257864,0.3004672860438906,0.0,0.0,0.0,0.5595994716857432,0.0,0.7976052525872562,0.1480253485747446,0.6587528909170397,0.029024083841532912,1055,1897,6.9242029759898305,3.641357918591859,11.842484772192451
103,545.917433617039,628.4617583193085,9266205.806008358,9265106.587021098,1099.2189872600757,2281.4304751364903,2136.979793000344,1.0042077955645494,1377,1972.8654899740498,0.26907630522088355,0.022872619673021236,0.9993449064439871,1.0,0.6535809848313555,0.30115192797764223,0.0,0.0,0.0,0.5540034769688857,0.0,0.8495372701124615,0.09663375851130146,0.6546738223040948,0.027748677315181717,1070,1918,6.895841440600176,3.597661623568757,11.817378704475404
104,545.9329818319561,628.4657431692926,9266155.678764656,9265054.45566981,1101.2230948457343,2181.230385492253,2231.357629193746,2.0041075856586086,1385,3354.419891893142,0.26907630522088355,0.022791227426506314,0.9994680729980769,0.9989554570627496,0.6533658070617937,0.3020341038295844,0.0,0.0,0.0,0.5484634421991968,0.0,0.7078157990881001,0.13840086890203254,0.624254409334307,0.025740704589521275,1080,1939,6.8675960740594775,3.554489684085932,11.792325861621917
105,545.9737019934686,628.469668246527,9266813.432420474,9265712.209325628,1101.2230948457343,2284.1230558552934,2124.01867746882,0.0,1394,2498.791600952542,0.2661290322580645,0.02294405961125542,0.9993314738363456,0.9998838900274011,0.6532839854136371,0.3002170749812678,0.0,0.0,0.0,0.5429788077772049,0.0,0.8504206011061696,0.12019384361395676,0.6193089054607681,0.023967704515571422,1091,1953,6.83946640054013,3.511835807876901,11.767326130795277
106,546.0284122835178,628.4735344476028,9266888.990474625,9265786.60576493,1102.384709696272,2213.952075110457,2138.3940209574826,1.1616148505376702,1387,4348.577550502488,0.2612244897959184,0.02288696256508122,0.999570088205065,0.9999844137953113,0.6522540788161924,0.3026494019762418,0.0,0.0,0.0,0.5375490196994328,0.0,0.8339686113667679,0.12603574818126878,0.6132483880150912,0.022162884364917344,1101,1972,6.811451946163517,3.469693778182378,11.742379399397992
107,546.0707277126761,628.4773426556624,9267058.701680506,9265936.0308895,1122.67079100403,2225.226457856529,2055.515251974905,20.286081307757904,1374,2266.7830083957288,0.2581967213114754,0.023083481576585626,0.9997092614762165,0.9999843499174232,0.6526705630393665,0.3019703781620984,0.0,0.0,0.0,0.5321735295024385,0.0,0.8126328560071375,0.12560801180452855,0.6162734719147333,0.01964322016911125,1116,1992,6.783552238992032,3.4280574528441896,11.717485555071267
108,546.0858762431698,628.4810937406012,9267162.49818658,9266011.838246424,1150.6599401556907,2189.1196494564833,2085.323143383402,27.989149151660815,1390,1937.514967492341,0.25311203319502074,0.023322915084554422,0.9996701706542336,1.0,0.6517083958209723,0.30212987050852425,0.0,0.0,0.0,0.5268517942074141,0.0,0.8314135106376105,0.10893100434756359,0.6170194390139535,0.01798809047538871,1121,2005,6.75576680902112,3.386920763410059,11.692644485694517
109,545.9551129189636,628.4847885592659,9267259.19268327,9266081.13576613,1178.056917139556,2134.6198507530103,2037.925354062193,27.396976983865386,1348,1782.0752915193511,0.25523012552301255,0.0229925567409147,0.9993172032512689,1.0,0.6511867950537712,0.30439726486189933,0.0,0.0,0.0,0.52158327626534,0.0,0.8777537336747862,0.1006531762753051,0.6165365851158879,0.016077629748713275,1129,2019,6.728095188171369,3.3462777142491382,11.667856079384846
110,545.9298754965495,628.4884279556506,9267407.334322223,9266206.136798166,1201.1975240581648,2129.68813376439,1981.5464948066813,23.140606918608828,1319,1919.3103941885195,0.25,0.022952226403859282,0.9995323642730306,1.0,0.650459976736038,0.3075943611379155,0.0,0.0,0.0,0.5163674435026866,0.0,0.9087624248832898,0.09409410406022635,0.6138815966235729,0.014037356828418147,1146,2045,6.700536910280619,3.3061223816781484,11.64312022449655
111,545.9469283786639,628.4920127610897,9267540.06953325,9266319.841750313,1220.2277829379598,2161.853256806024,2029.118045780075,19.03025887979492,1339,3052.394734574231,0.25,0.02292820579390856,0.9993035862544493,1.0,0.650329759765353,0.3081488527123053,0.0,0.0,0.0,0.5112037690676597,0.0,0.8820000752061439,0.08697806300457356,0.6109593330953256,0.01238227864907128,1155,2062,6.67309151109611,3.2664489130980106,11.618436809620619
112,545.9637157251938,628.4955437944468,9268094.204658037,9266854.199623052,1240.005034986321,2047.4531468594735,1989.680040205016,19.777252048361383,1333,2293.260475245268,0.25,0.02299720924545543,0.9994760070512159,1.0,0.6501752233730886,0.30755779923597726,0.0,0.0,0.0,0.5060917313769832,0.0,0.8690559817677522,0.11048333402095431,0.6064045853546525,0.009989012725814355,1165,2079,6.6457585282666605,3.2272515261408343,11.593805723584222
